Type,ID,Text
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,11,or waiting room to allow the meeting to begin only after the host joins. carefully control and monitor who has the ability to invite/share the meeting invite. for example: avoid making the meeting available to anyone with the link. monitor attendees through dashboard identify all generic attendees before meeting begins (e.g. caller x). the host should pay attention to all new/late arriving attendees and ask
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,12,begins (e.g. caller x). the host should pay attention to all new/late arriving attendees and ask them to identify themselves. an unauthorized attendee should be expelled or the meeting room may be locked once in progress to prohibit others from joining. home privacy considerations when using virtual meeting and collaboration platforms |our mission privacy at gw privacy notice privacy laws ferpa privacy policies privacy training
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,13,"collaboration platforms |our mission privacy at gw privacy notice privacy laws ferpa privacy policies privacy training data privacy month 12/7/25, 11:06 am privacy considerations when using virtual meeting and collaboration platforms gw privacy office the george washington university 1/3 before anyone shares their screen, files or other content, remind them not to share sensitive or personally identifiable information during the meeting inadvertently. online classes instructors"
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,14,"them not to share sensitive or personally identifiable information during the meeting inadvertently. online classes instructors should be aware of the privacy risks and exposures that exist when hosting online classes and lectures and maintain compliance with ferpa with regards to students personal information captured via virtual tools and technologies. instructors should be familiar with configurations and settings that minimize privacy risks, such as controlling"
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,15,"technologies. instructors should be familiar with configurations and settings that minimize privacy risks, such as controlling attendance by not making the meeting available to anyone with the link. when the online class invite includes virtual conference link, ensure students do not forward the link to others not in the class, whether by mistake or otherwise. telehealth activities gw clinics may seek to conduct telehealth activities."
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,16,"class, whether by mistake or otherwise. telehealth activities gw clinics may seek to conduct telehealth activities. when using virtual meeting applications to provide telehealth services, all state licensing requirements and regulations for health professionals must still be met. if virtual meeting applications will be used for telehealth activities, non-public meeting rooms must be used. this requires the use of one- time password or access code"
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,17,"meeting rooms must be used. this requires the use of one- time password or access code for entry into the meeting room. end to end encryption is strongly recommended. all available encryption and privacy settings should be enabled. recordings as general rule, meetings, events, classes, lectures or health sessions should not be recorded without legitimate business purpose. before recording virtual meeting or event, you should"
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,18,"should not be recorded without legitimate business purpose. before recording virtual meeting or event, you should notify attendees of your intent to record. provide attendees with details about why you want to record the meeting or event, and ask their consent to the recording being used for that purpose. you may also consider giving attendees the option to participate without having their image and/or voice"
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,19,"you may also consider giving attendees the option to participate without having their image and/or voice recorded, such as allowing them to attend with no video or audio, and the option to pose questions only in the text chat window. zoom ai companion zoom ai companion is now available to all gw staff and faculty. click here for instructions on how to enable zoom ai"
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,20,"to all gw staff and faculty. click here for instructions on how to enable zoom ai companion for your university zoom account. zoom ai companion uses ai technology to allow meeting hosts to initiate an ai-generated summary of their meetings and create smart recordings. the zoom ai companion meeting summary uses artificial intelligence to shorten important meeting points into brief summary. after the meeting, the"
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,21,"summary uses artificial intelligence to shorten important meeting points into brief summary. after the meeting, the host quickly gets an email with detailed summary, including quick recap, summary, and next steps sections. zoom ai smart recordings extends the capabilities of zoom ai companion to cloud recordings with transcripts. it enables meeting hosts to categorize their cloud recording into segments known as smart chapters, while highlighting"
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,22,"enables meeting hosts to categorize their cloud recording into segments known as smart chapters, while highlighting important information and next steps. resources web conferencing at gw online teaching guidance offered by the gw instructional design team blackboard contacts privacy assistance gw privacy office email us technical assistance gw it support center phone: 202-994-4948, email: ithelp@gwu.edu meetings and events class recordings telehealth sessions storage and retention"
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,23,"support center phone: 202-994-4948, email: ithelp@gwu.edu meetings and events class recordings telehealth sessions storage and retention overview privacy considerations gw privacy office 12/7/25, 11:06 am privacy considerations when using virtual meeting and collaboration platforms gw privacy office the george washington university 2/3 mailto:privacy@gwu.edu mailto:ithelp@gwu.edu email the privacy office report data incident data subject requests campus advisories eo/nondiscrimination policy website privacy notice contact gw accessibility terms"
Privacy Considerations when using Virtual Meeting and Collaboration Platforms _ GW Privacy Office _ The George Washington University,24,"data incident data subject requests campus advisories eo/nondiscrimination policy website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility 12/7/25, 11:06 am privacy considerations when using virtual meeting and collaboration platforms gw privacy office the george washington university 3/3"
