Type,ID,Text
Teaching with Generative AI _ Libraries & Academic Innovation,11,are permitted for an assignment. discuss genai with your students you do not need to be an expert on genai to discuss it with your students. consider the following questions: how is your field approaching genai? what are professionals using it for? what do scholars in your field have to say about the many ethical issues raised by genai tools? are they concerned with the
Teaching with Generative AI _ Libraries & Academic Innovation,12,"to say about the many ethical issues raised by genai tools? are they concerned with the environmental impact, the human labor required during training of the tools, intellectual property concerns, the reproduction of biases, data privacy issues, or concerns about equity (more powerful tools cost money)? what questions do your students have about genai? how are your students using genai? in addition, consider exploring this"
Teaching with Generative AI _ Libraries & Academic Innovation,13,"your students have about genai? how are your students using genai? in addition, consider exploring this student guide to artificial intelligence from elon university and sharing and discussing it with your students. the guide includes practical tips, addresses student faqs, and discusses how students careers may intersect with genai. design assignments purposefully and transparently many gw faculty have adopted the research-backed transparency framework for their"
Teaching with Generative AI _ Libraries & Academic Innovation,14,design assignments purposefully and transparently many gw faculty have adopted the research-backed transparency framework for their assignments. the framework involves describing: purpose: why are students doing this work? task: what do students need to do? criteria: how will students know they have done the work well? including these three components in your assignment handouts increases student motivation and success. consider building in information about genai
Teaching with Generative AI _ Libraries & Academic Innovation,15,"components in your assignment handouts increases student motivation and success. consider building in information about genai to each component: purpose: why should students use or avoid using genai in particular way? how will following your guidelines for appropriate use support their success in your class, their major, or future career? task: what steps can genai support? what steps must be done without support from genai?"
Teaching with Generative AI _ Libraries & Academic Innovation,16,"career? task: what steps can genai support? what steps must be done without support from genai? ith lib ra ria 12/7/25, 11:08 am teaching with generative ai libraries academic innovation 2/7 criteria: will students need to cite or reflect on their genai use? will they be graded on the quality of their final product or will you also evaluate some aspect of their process, including"
Teaching with Generative AI _ Libraries & Academic Innovation,17,"quality of their final product or will you also evaluate some aspect of their process, including ways in which they interacted with genai? value the process learning requires attention to the process as well as the final product, but students often focus on the product. think about how your course can help students value the process and figure out if they are on the right"
Teaching with Generative AI _ Libraries & Academic Innovation,18,"course can help students value the process and figure out if they are on the right track before they reach the final paper or big exam. you might break larger projects into smaller pieces (some of which may benefit from using genai tools), or provide more opportunities for students to reflect about their own processes. you might ask students questions like: what kinds of feedback"
Teaching with Generative AI _ Libraries & Academic Innovation,19,to reflect about their own processes. you might ask students questions like: what kinds of feedback would help you move this project forward? what do you feel proud of in this draft? did you find genai helpful when completing this task? what did genai get wrong and how did you evaluate the quality of the genai output? consider the value of the human the way
Teaching with Generative AI _ Libraries & Academic Innovation,20,"you evaluate the quality of the genai output? consider the value of the human the way we bring our unique human traits to genai can create the most productive learning encounters. as our georgetown colleague palmeri puts it, “if we ask students to start task by consulting ai, they may defer too strongly to the ai’s advice. if we engage students in human writing and"
Teaching with Generative AI _ Libraries & Academic Innovation,21,"may defer too strongly to the ai’s advice. if we engage students in human writing and speaking activities before bringing in ai, we can then frame ai as an additional conversation partner whose ideas may or may not be helpful.” you can also consider your students’ work processes, needs, and anxieties. students are most likely to use genai tools in an unauthorized manner when they"
Teaching with Generative AI _ Libraries & Academic Innovation,22,"and anxieties. students are most likely to use genai tools in an unauthorized manner when they are working on large task at the last minute. breaking down large assignments into smaller, scaffolded tasks can help students budget their time and feel less overwhelmed. your late work policy can also help students seek support from you or other authorized resources rather than turning to genai. explore"
Teaching with Generative AI _ Libraries & Academic Innovation,23,"help students seek support from you or other authorized resources rather than turning to genai. explore genai tools as you explore different genai tools, consider trying to use them in the following ways: enter an assignment prompt you give to students to see what different genai tools generate. chatgpt, copilot, and claude produce very different results, so it is worth trying more than one. consider"
Teaching with Generative AI _ Libraries & Academic Innovation,24,"copilot, and claude produce very different results, so it is worth trying more than one. consider asking the tool that produces the strongest result to refine the response further, thinking about how your students might interact with the tool. sample prompt: “i am [type of student, class, etc.: e.g., first-year college student in introductory biology] writing [type of assignment: e.g., lab report on cell division]."
Teaching with Generative AI _ Libraries & Academic Innovation,25,"first-year college student in introductory biology] writing [type of assignment: e.g., lab report on cell division]. [paste in the assignment prompt, including any sections or subsections you require.] can you complete it for me? go step by step.” ith lib ra ria 12/7/25, 11:08 am teaching with generative ai libraries academic innovation 3/7 give the tool an assignment prompt that you use with students and"
Teaching with Generative AI _ Libraries & Academic Innovation,26,"libraries academic innovation 3/7 give the tool an assignment prompt that you use with students and ask it to help you make it more transparent or identify questions that students might have. what seems clear to us may not be readily obvious to our students, and ai can help us bridge that gap. sample prompt: “i am college professor teaching [discipline, type of class: e.g.,"
Teaching with Generative AI _ Libraries & Academic Innovation,27,"us bridge that gap. sample prompt: “i am college professor teaching [discipline, type of class: e.g., senior capstone seminar]. give my students the following assignment prompt [include the prompt]. using the transparent assignment design framework, can you identify what questions students might have and suggest changes that could make to increase the assignment’s transparency?” ask tool to identify the steps student will need to take"
Teaching with Generative AI _ Libraries & Academic Innovation,28,"to increase the assignment’s transparency?” ask tool to identify the steps student will need to take to complete an assignment successfully. when you think about the “tasks” step of the transparent assignment design framework discussed above, it is sometimes hard to identify all the sub-steps you are asking from your students. having clearer sense of the sub-steps can help you plan how to support students"
Teaching with Generative AI _ Libraries & Academic Innovation,29,"your students. having clearer sense of the sub-steps can help you plan how to support students where needed. sample prompt: “i am trying to scaffold an assignment for students. they are undergraduates in an introductory history course writing 12–15-page term paper. would like to think of all the tasks my students must complete. be as detailed as possible: so, if one step is ‘researching,’ what"
Teaching with Generative AI _ Libraries & Academic Innovation,30,"my students must complete. be as detailed as possible: so, if one step is ‘researching,’ what tasks go into that?” try your own prompt! prompts that include role for the genai tool (e.g., student, researcher, concerned citizen), specific context (e.g., in specific class, about to go to research site, writing an op-ed), and an expected output (e.g., number of ideas, length of response, in specific"
Teaching with Generative AI _ Libraries & Academic Innovation,31,"writing an op-ed), and an expected output (e.g., number of ideas, length of response, in specific style, at specific reading level) often give more useful responses. you can ask for it to go step by step, or ask for revisions or an entirely new output. upcoming teaching with generative ai events jan workshop integrating bite-size ai literacy into your course feb workshop motivating academic integrity"
Teaching with Generative AI _ Libraries & Academic Innovation,32,"ai events jan workshop integrating bite-size ai literacy into your course feb workshop motivating academic integrity when a.i. makes most coursework optional feb workshop making writing matter when a.i. exists ith lib ra ria 12/7/25, 11:08 am teaching with generative ai libraries academic innovation 4/7 see all events at gw libraries academic innovation navigation center for teaching excellence about the center for teaching excellence (cte)"
Teaching with Generative AI _ Libraries & Academic Innovation,33,gw libraries academic innovation navigation center for teaching excellence about the center for teaching excellence (cte) programs special events resources course design making your course more accessible example showcase teaching tips generative artificial intelligence (genai) teaching with generative ai deciding on appropriate use of genai in academic classes communicating your genai expectations to your students ways gw faculty are using genai services get research help
Teaching with Generative AI _ Libraries & Academic Innovation,34,"your genai expectations to your students ways gw faculty are using genai services get research help course reserves ith lib ra ria 12/7/25, 11:08 am teaching with generative ai libraries academic innovation 5/7 open affordable course materials research instruction book/media requests 2130 street nw washington, dc 20052 gelman@gwu.edu my account contact gw libraries staff login campus advisories eo/nondiscrimination policy website privacy notice ith lib ra"
Teaching with Generative AI _ Libraries & Academic Innovation,35,"account contact gw libraries staff login campus advisories eo/nondiscrimination policy website privacy notice ith lib ra ria 12/7/25, 11:08 am teaching with generative ai libraries academic innovation 6/7 mailto:gelman@gwu.edu contact gw accessibility terms of use copyright report barrier to accessibility ith lib ra ria 12/7/25, 11:08 am teaching with generative ai libraries academic innovation 7/7"
