Type,ID,Text
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",16,"and possible loss of access to gw it resources. non-compliance may also result in disciplinary action up to and including termination (employees) and suspension/expulsion (students). definitions authorized users: all university students, faculty, and staff. it also applies to all other individuals and entities granted use of gw it resources, including, but not limited to, contractors, temporary employees, sponsored researchers, affiliates, visitors, and volunteers. gw it"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",17,"including, but not limited to, contractors, temporary employees, sponsored researchers, affiliates, visitors, and volunteers. gw it resources: any technology resource or equipment that supports one or more functional objectives of the university. this includes any system, service, or physical facility owned, contracted, or managed by the university to acquire, store, process, transmit, scan, receive, or dispose of data or information (e.g., software, computers, mobile phones,"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",18,"store, process, transmit, scan, receive, or dispose of data or information (e.g., software, computers, mobile phones, tablets, storage devices necessary for security and surveillance). related information code of ethical conduct code of student conduct faculty handbook employee handbook privacy of personal information policy personal use of university resources policy 11/19/25, 5:19 am acceptable use of it resources policy office of ethics, compliance, and risk the"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",19,"11/19/25, 5:19 am acceptable use of it resources policy office of ethics, compliance, and risk the george washington university 2/4 political activity policy contacts contact phone number email address gw information technology 202-994-4948 ithelp@gwu.edu responsible university official: vice provost for libraries and information technology responsible office: gw information technology origination date: october 6, 2015 last material change: september 21, 2023 next scheduled review: august 2025"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",20,"origination date: october 6, 2015 last material change: september 21, 2023 next scheduled review: august 2025 to provide feedback on this policy, please contact the responsible office(s) listed above or the office of ethics, compliance, and risk. more information describing university policies is outlined in the university policy principles. noncompliance with this policy can be reported through this website. office of ethics, compliance, and risk"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",21,"noncompliance with this policy can be reported through this website. office of ethics, compliance, and risk email the office report concern call the office campus advisories eo/nondiscrimination policy 11/19/25, 5:19 am acceptable use of it resources policy office of ethics, compliance, and risk the george washington university 3/4 mailto:ithelp@gwu.edu mailto:comply@gwu.edu website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility 11/19/25,"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",22,"mailto:comply@gwu.edu website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility 11/19/25, 5:19 am acceptable use of it resources policy office of ethics, compliance, and risk the george washington university 4/4"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,1,"artificial intelligence (ai) evaluation status gw information technology the george washington university information technology get help about leadership it initiatives aws cloud migration advancing research at gw by expanding hpc banner modernization project gw it year in review generative artificial intelligence artificial intelligence (ai) evaluation status getting more with zoom workplace role-based access control (rbac) windows 11 upgrade policies, standards guidelines it events artificial intelligence"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,2,"zoom workplace role-based access control (rbac) windows 11 upgrade policies, standards guidelines it events artificial intelligence (ai) evaluation status this chart highlights ai tools approved for use within the gw community, including approved use cases, and data classification guidance. explore tools and resources with ai capabilities to enhance teaching, learning, research, and administrative tasks. ai is an emerging technology and is rapidly evolving. please check"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,3,"learning, research, and administrative tasks. ai is an emerging technology and is rapidly evolving. please check back often for updates. ai tool status approved data classification level available to common use cases microsoft copilot approved public. restricted faculty, staff, students basic chat, document summary and analysis, image generation adobe firefly approved public faculty, staff, students image generation available in adobe acrobat, creative cloud express gw"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,4,"firefly approved public faculty, staff, students image generation available in adobe acrobat, creative cloud express gw chat approved public, restricted by request for faculty, staff, students basic chat, document summary and analysis, image generation, private chat bot box ai approved public, restricted, regulated faculty, staff under review for student access basic chat, document summary and analysis zoom ai approved public, restricted faculty, staff, students meeting"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,5,"access basic chat, document summary and analysis zoom ai approved public, restricted faculty, staff, students meeting transcription, summarization, and automated note-taking google gemini approved public, restricted faculty, staff under review for student access basic chat, document summary and analysis google notebook lm approved public, restricted faculty, staff under review for student access basic chat, document summary and analysis home about it initiatives generative artificial intelligence"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,6,"for student access basic chat, document summary and analysis home about it initiatives generative artificial intelligence artificial intelligence (ai) evaluation status |get started support security academic technology explore tools services gw status about 11/19/25, 5:30 am artificial intelligence (ai) evaluation status gw information technology the george washington university 1/2 submit request ithelp@gwu.edu view my tickets reset password classroom support classroom search phone 24 hours days"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,7,"submit request ithelp@gwu.edu view my tickets reset password classroom support classroom search phone 24 hours days week walk-in walk-in support centers knowledge base explore our knowledge base for how-to articles and guides. it help academic center washington, dc 20052 ithelp@gwu.edu campus advisories eo/nondiscrimination policy website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility 11/19/25, 5:30 am artificial intelligence (ai) evaluation"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,8,"accessibility terms of use copyright report barrier to accessibility 11/19/25, 5:30 am artificial intelligence (ai) evaluation status gw information technology the george washington university 2/2 mailto:ithelp@gwu.edu mailto:ithelp@gwu.edu"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,1,communicating your genai expectations to your students libraries academic innovation libraries academic innovation gelman library: 24 hours complete hours info ask us communicating your genai expectations to your students many students feel uncertain about when and how they can use genai in their academic classes. the genai and teaching group (gait) created these guidelines for faculty considering how to communicate with students about the use
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,2,group (gait) created these guidelines for faculty considering how to communicate with students about the use of genai in academic tasks. providing clear and detailed instructions about allowed and prohibited uses reduces student anxiety and increases academic integrity. here are some simple steps to creating effective communications with students: 1. review this guide to determine your views on appropriate generative artificial intelligence (genai) use in
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,3,1. review this guide to determine your views on appropriate generative artificial intelligence (genai) use in academic classes. 2. update your syllabus to include: an honor code: clear statement of expectations for genai use can encourage academic integrity. thoughtful explanations of how your decisions about genai use support your learning goals for students and important values. time to discuss the ethics of genai use: what
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,4,learning goals for students and important values. time to discuss the ethics of genai use: what should students know to be prepared for advanced study or careers in your profession? for ideas review the values document included above. time to complete the work as intended: some students use genai when they feel rushed. space out manageable assignments to increase students’ confidence they can complete the
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,5,"when they feel rushed. space out manageable assignments to increase students’ confidence they can complete the work as instructed. while the library website is unaffected, the current cloudflare outage may interrupt web access to some software throughout the day. for example, the software used to schedule tutoring and review sessions for academic commons (penji) as well as other gwu sites and research databases may be"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,6,"sessions for academic commons (penji) as well as other gwu sites and research databases may be intermittently affected. thanks for your patience as we wait for this issue to be resolved. center for teaching excellence resources generative artificial intelligence (genai) libraries academic innovation ith lib ra ria 11/19/25, 5:56 am communicating your genai expectations to your students libraries academic innovation 1/4 3. if you are"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,7,"am communicating your genai expectations to your students libraries academic innovation 1/4 3. if you are allowing or requiring genai use: encourage metacognition by asking students to monitor how the use of genai influences their learning. provide guidelines that address common concerns with genai use: truth and accuracy: remind students to review output carefully for biased, misleading, outdated, or incorrect information data security and safety:"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,8,"students to review output carefully for biased, misleading, outdated, or incorrect information data security and safety: remind students that information shared with genai tool may not be private and may be used in ways they can’t control. consider providing checklist to support genai use that meets your expectations. if appropriate, consider offering alternate assignments or supports for students who have objections to using genai. approved"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,9,"appropriate, consider offering alternate assignments or supports for students who have objections to using genai. approved by the generative ai and teaching committee (gait) on 3/31/25. approved by the ept as resources for guidance to faculty on 5/2/2025. navigation center for teaching excellence about the center for teaching excellence (cte) programs special events resources course design making your course more accessible adapted from update your"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,10,"(cte) programs special events resources course design making your course more accessible adapted from update your course syllabus for chatgpt by ryan watkins. adapted from the mla student guide to ai literacy. adapted from the mla student guide to ai literacy. adapted from the aac&u student guide to artificial intelligence. adapted from the aac&u student guide to artificial intelligence. ith lib ra ria 11/19/25, 5:56"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,11,"intelligence. adapted from the aac&u student guide to artificial intelligence. ith lib ra ria 11/19/25, 5:56 am communicating your genai expectations to your students libraries academic innovation 2/4 example showcase teaching tips generative artificial intelligence (genai) teaching with generative ai deciding on appropriate use of genai in academic classes communicating your genai expectations to your students ways gw faculty are using genai services get research"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,12,"communicating your genai expectations to your students ways gw faculty are using genai services get research help course reserves open affordable course materials research instruction book/media requests 2130 street nw washington, dc 20052 gelman@gwu.edu ith lib ra ria 11/19/25, 5:56 am communicating your genai expectations to your students libraries academic innovation 3/4 mailto:gelman@gwu.edu my account contact gw libraries staff login campus advisories eo/nondiscrimination policy website"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,13,"academic innovation 3/4 mailto:gelman@gwu.edu my account contact gw libraries staff login campus advisories eo/nondiscrimination policy website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility ith lib ra ria 11/19/25, 5:56 am communicating your genai expectations to your students libraries academic innovation 4/4"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",1,"cybersecurity risk policy office of ethics, compliance, and risk the george washington university office of ethics, compliance, and risk report concern cybersecurity risk policy policy summary managing cybersecurity risk is critical to maintaining the confidentiality, integrity, and availability of the university’s information technology resources (“gw it resources”). this policy outlines the george washington university’s (“gw” or “university”) responsibilities in assessing and managing cybersecurity risk and"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",2,"outlines the george washington university’s (“gw” or “university”) responsibilities in assessing and managing cybersecurity risk and authorized users’ (hereinafter defined) duty to protect gw it resources. who is governed by this policy this policy applies to all university students, faculty, staff, and all other individuals and entities including, but not limited to, contractors, temporary employees, sponsored researchers, affiliates, visitors, and volunteers (collectively, “authorized users”). policy"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",3,"not limited to, contractors, temporary employees, sponsored researchers, affiliates, visitors, and volunteers (collectively, “authorized users”). policy gw information technology (“gw it”) will assess the university’s cybersecurity risk and manage any identified risk for the purpose of eliminating or minimizing the likelihood and impact of threats and vulnerabilities to the greatest extent practical. gw it manages and mitigates cybersecurity risk by, among other things, establishing policies"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",4,"greatest extent practical. gw it manages and mitigates cybersecurity risk by, among other things, establishing policies and guidance on the use of gw it resources, instituting cybersecurity risk standards and procedural controls, and providing security awareness training for authorized users. any data stored or processed using gw it resources falls within the scope of this policy which is governed by the it cybersecurity risk management"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",5,"falls within the scope of this policy which is governed by the it cybersecurity risk management standard. the standard outlines requirements and processes for assessing and managing the cybersecurity risk associated with those gw it resources that collect, transmit, store, or process data used to accomplish university operations such as research, teaching, learning, and administrative support. gw it is responsible for detecting suspected or known"
"Cybersecurity Risk Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",6,"as research, teaching, learning, and administrative support. gw it is responsible for detecting suspected or known security threats or emerging indications of compromised systems. gw it accomplishes this by evaluating the content of university systems, network behavior, and third-party technology products and services acquired by the university. gw it is also responsible for making decisions for network and cybersecurity defensive measures that protect the confidentiality,"
