Type,ID,Text
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",11,"non-profit status; unauthorized use of gw accounts including gw email, access codes, devices, identification data, systems, or passwords; sharing of individual login credentials (userid, password, or security question) with any other individual internally or externally, to access gw it resources; unauthorized monitoring of communications; activities that lead to the destruction or damage of equipment, software, network, or data belonging to, licensed by, or in use"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",12,"destruction or damage of equipment, software, network, or data belonging to, licensed by, or in use by the university; using gw it resources, such as gw email or other electronic communication services, to employ false or anonymous identity with the intent to deceive (this includes circumventing user authentication and unauthorized use); impeding or disrupting the legitimate computing activities of other authorized users or the proper"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",13,"unauthorized use); impeding or disrupting the legitimate computing activities of other authorized users or the proper functioning of gw it resources including adversely affecting network service performance or increasing the risk of cyber-attacks; intentionally installing malicious software, releasing malware, or any similar technology that would interfere with other’s use of gw it resources; harassment, making threats, creating hostile environment, stalking, discrimination, libel and slander; use"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",14,"of gw it resources; harassment, making threats, creating hostile environment, stalking, discrimination, libel and slander; use that violates the rights of any person or entity protected by copyright, trade secret, patent, or other intellectual property protections provided by law or university policy, including copying, downloading, distributing, or transmitting unauthorized copyrighted materials; and use of gw it resources for personal or economic gain, or to operate"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",15,"copyrighted materials; and use of gw it resources for personal or economic gain, or to operate business or for commercial purposes unless that use is approved in advance by the university or part of an established university program. enforcement and penalties non-compliance with this policy may result in restriction and possible loss of access to gw it resources. non-compliance may also result in disciplinary action"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",16,"and possible loss of access to gw it resources. non-compliance may also result in disciplinary action up to and including termination (employees) and suspension/expulsion (students). definitions authorized users: all university students, faculty, and staff. it also applies to all other individuals and entities granted use of gw it resources, including, but not limited to, contractors, temporary employees, sponsored researchers, affiliates, visitors, and volunteers. gw it"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",17,"including, but not limited to, contractors, temporary employees, sponsored researchers, affiliates, visitors, and volunteers. gw it resources: any technology resource or equipment that supports one or more functional objectives of the university. this includes any system, service, or physical facility owned, contracted, or managed by the university to acquire, store, process, transmit, scan, receive, or dispose of data or information (e.g., software, computers, mobile phones,"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",18,"store, process, transmit, scan, receive, or dispose of data or information (e.g., software, computers, mobile phones, tablets, storage devices necessary for security and surveillance). related information code of ethical conduct code of student conduct faculty handbook employee handbook privacy of personal information policy personal use of university resources policy 11/19/25, 5:19 am acceptable use of it resources policy office of ethics, compliance, and risk the"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",19,"11/19/25, 5:19 am acceptable use of it resources policy office of ethics, compliance, and risk the george washington university 2/4 political activity policy contacts contact phone number email address gw information technology 202-994-4948 ithelp@gwu.edu responsible university official: vice provost for libraries and information technology responsible office: gw information technology origination date: october 6, 2015 last material change: september 21, 2023 next scheduled review: august 2025"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",20,"origination date: october 6, 2015 last material change: september 21, 2023 next scheduled review: august 2025 to provide feedback on this policy, please contact the responsible office(s) listed above or the office of ethics, compliance, and risk. more information describing university policies is outlined in the university policy principles. noncompliance with this policy can be reported through this website. office of ethics, compliance, and risk"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",21,"noncompliance with this policy can be reported through this website. office of ethics, compliance, and risk email the office report concern call the office campus advisories eo/nondiscrimination policy 11/19/25, 5:19 am acceptable use of it resources policy office of ethics, compliance, and risk the george washington university 3/4 mailto:ithelp@gwu.edu mailto:comply@gwu.edu website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility 11/19/25,"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",22,"mailto:comply@gwu.edu website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility 11/19/25, 5:19 am acceptable use of it resources policy office of ethics, compliance, and risk the george washington university 4/4"
