Type,ID,Text,Keywords
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,15,"to verify tool’s suitability for restricted data. regulated data: due to its extreme sensitivity and legal protections, regulated data may only be used in limited number of gw-approved ai tools explicitly certified by gw for this specific purpose. extreme caut required; always verify tool’s certification for regulated data the approved ai tools list before any use. special care for personal information (pii): this data, regardless","artificialintelligence, data, personal, pii, protection, regulate, restrict, sensitivity, tool, verify"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,16,"approved ai tools list before any use. special care for personal information (pii): this data, regardless of its primary classification (which could be restricted or regulated), requires extreme caution. use pii only if the ai too approved for it and regulated data, and only if its use is absolutely essential and minimized. before using any data with ai, especially pii, carefully consider whether your objectives","artificialintelligence, classification, data, objective, personal, pii, regulate, restrict, tool"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,17,"essential and minimized. before using any data with ai, especially pii, carefully consider whether your objectives can be achieved withou personal information, or if de-identified aggregate data would suffice. remove any identifying details not strictl for your task. for example, an ai analysis of support tickets can often be performed effectively without including gw userids or other pii. this guidance aligns with gws privacy guidance","aggregate, artificialintelligence, data, guidance, gws, objective, personal, pii, privacy"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,18,"performed effectively without including gw userids or other pii. this guidance aligns with gws privacy guidance for use of artificial intelligence, privacy of personal information protection guide, and cybersecurity risk policy. understand privacy data classifications match approved tools to data sensitivity protect the privacy of personal information keep human in the loop ai tools can assist with tasks like brainstorming, summarizing, or drafting in your","artificialintelligence, classification, cybersecurity, data, draft, guidance, guide, gws, human, personal, pii, policy, privacy, protect, protection, risk, sensitivity, tool"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,19,"in the loop ai tools can assist with tasks like brainstorming, summarizing, or drafting in your gw role, but they are designed complement, not replace, your expertise and judgment. you are ultimately responsible for ensuring all ai-assiste meets gw’s operational and ethical standards. to do this effectively: critically evaluate revise: always treat ai-generated content as first draft. final decisions, interpreta quality assurance must come from","artificialintelligence, draft, evaluate, final, gws, quality, tool"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,20,"revise: always treat ai-generated content as first draft. final decisions, interpreta quality assurance must come from you. verify its accuracy, originality, context, completeness, and tone usin knowledge. be aware that ai can produce errors or “hallucinations” and should never be accepted at face thoroughly review and revise all output to ensure it aligns with gw’s data quality standards before use or check for copyright issues:","artificialintelligence, context, data, draft, final, gws, knowledge, output, quality, review, verify"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,21,"to ensure it aligns with gw’s data quality standards before use or check for copyright issues: ai content may incorporate copyrighted material from its training data. (the the ai learned from, such as books, websites, or documents). do not assume ai-generated content is clear without careful review for potential infringement. identify and mitigate bias: examine ai outputs for potential bias or discrimination. apply objectivity and","artificialintelligence, data, gws, learn, output, quality, review"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,22,"infringement. identify and mitigate bias: examine ai outputs for potential bias or discrimination. apply objectivity and perspective to avoid perpetuating harmful assumptions. maintain final oversight: your decisions, interpretations, and quality assurance are paramount. you are for the final product. practice transparency when you use ai to assist in creating content or deliver services, especially for materials or interactions involving others, be clear about its involvement.","artificialintelligence, create, final, output, practice, product, quality"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,23,"content or deliver services, especially for materials or interactions involving others, be clear about its involvement. to practice transparency effectively: disclose ai assistance in content: when sharing content that has been ai-generated or significantly ai-a provide clear note about ai’s role. example: simple statement such as, “draft created with ai assistance and reviewed by [your name]” sufficient. be transparent about ai in meetings and collaboration:","artificialintelligence, assistance, collaboration, create, draft, practice, review"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,24,"ai assistance and reviewed by [your name]” sufficient. be transparent about ai in meetings and collaboration: if ai tools are utilized during virtual meetings collaborative sessions (e.g., for ai-powered transcription, summarization, or automated note-taking), revie privacy considerations for virtual platforms. ensure participants are appropriately notified to uphold transp privacy standards. 11/19/25, 5:25 am ai guidance and best practices gw information technology the george washington university","artificialintelligence, assistance, collaboration, guidance, platform, practice, privacy, review, session, technology, tool, university, virtual"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,25,"standards. 11/19/25, 5:25 am ai guidance and best practices gw information technology the george washington university 2/4 ensure team clarity (managerial responsibility): managers should discuss the use of ai tools with the includes setting clear expectations for applying ai to tasks and ensuring all team members are informed ab aligned on disclosure practices. uphold gw brand consistency ensure all ai-generated content strictly adheres to gw’s","artificialintelligence, expectation, guidance, gws, practice, technology, tool, university"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,26,"aligned on disclosure practices. uphold gw brand consistency ensure all ai-generated content strictly adheres to gw’s official branding and communication standards. this inv verifying compliance with: visual identity: correct use of logos, colors, fonts, and imagery as defined in gw’s visual identity guideli editorial style: proper tone, voice, grammar, and formatting according to gws editorial style guide. explore, learn, and stay up to date by","artificialintelligence, compliance, explore, guide, gws, identity, learn, practice, style, verify"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,27,"and formatting according to gws editorial style guide. explore, learn, and stay up to date by staying informed and collaborative, you can help foster culture of responsible ai use at gw. visit the linked page for: tutorials on using approved tools. tips for effectively integrating ai into your role. request consultation gw it is available to assist if you: are unsure whether your use of","artificialintelligence, consultation, explore, guide, gws, learn, style, tool"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,28,request consultation gw it is available to assist if you: are unsure whether your use of ai aligns with this guidance. are planning new ai use case. are evaluating ai tools. will be handling sensitive data with ai. service owners who identify new ai capabilities within existing gw-acquired products should contact gw it for consultation. this step ensures an appropriate administrative ai review is conducted.,"administrative, artificialintelligence, capability, consultation, data, evaluate, guidance, product, review, step, tool"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,29,"should contact gw it for consultation. this step ensures an appropriate administrative ai review is conducted. such review will evaluate capabilities, confirm compliance with gw policies, assess data security and privacy implications, and address an risks. to request consultation, complete the technology consultation form and member of gw it’s ai team will fo schedule discussion. submit request ithelp@gwu.edu view my tickets reset password classroom support","administrative, artificialintelligence, capability, classroom, compliance, consultation, data, evaluate, ithelpgwu, policy, privacy, review, risk, security, step, technology"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,30,"ai team will fo schedule discussion. submit request ithelp@gwu.edu view my tickets reset password classroom support classroom search phone 24 hours days week walk-in walk-in support centers knowledge base explore our knowledge base for how-to articles and guides. it help 11/19/25, 5:25 am ai guidance and best practices gw information technology the george washington university 3/4 mailto:ithelp@gwu.edu academic center washington, dc 20052 ithelp@gwu.edu campus advisories","academic, artificialintelligence, classroom, explore, guidance, guide, ithelpgwu, knowledge, phone, practice, technology, university"
AI Guidance and Best Practices _ GW Information Technology _ The George Washington University,31,"information technology the george washington university 3/4 mailto:ithelp@gwu.edu academic center washington, dc 20052 ithelp@gwu.edu campus advisories eo/nondiscrimination policy website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility 11/19/25, 5:25 am ai guidance and best practices gw information technology the george washington university 4/4 mailto:ithelp@gwu.edu","academic, accessibility, artificialintelligence, barrier, guidance, ithelpgwu, policy, practice, privacy, technology, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",1,"acceptable use of it resources policy office of ethics, compliance, and risk the george washington university office of ethics, compliance, and risk report concern acceptable use of it resources policy policy summary the george washington university (hereinafter, “gw” or “the university”) provides information technology resources (“gw it resources”) to its community members to promote and advance teaching, learning, and research, and to provide related administrative","acceptable, administrative, compliance, ethic, learn, office, policy, research, resource, risk, teach, technology, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",2,"its community members to promote and advance teaching, learning, and research, and to provide related administrative and operational support. authorized users are expected to be good stewards of gw it resources and to act in responsible manner. this policy establishes the acceptable use of gw it resources in furtherance of its academic, research, and operational missions. who is governed by this policy this policy applies","academic, acceptable, administrative, authorize, learn, policy, research, resource, teach"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",3,"of its academic, research, and operational missions. who is governed by this policy this policy applies to all university students, faculty and staff, and all other individuals and entities including, but not limited to, contractors, temporary employees, sponsored researchers, affiliates, visitors, and volunteers (collectively, “authorized users”). policy gw it resources are to be used in support of the university’s academic and research mission and daily","academic, authorize, employee, faculty, policy, research, researcher, resource, student, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",4,"resources are to be used in support of the university’s academic and research mission and daily operations. gw it resources shall be used in manner consistent with applicable laws, regulations, university codes, and policies, as well as in accordance with applicable contractual agreements, licenses, and terms of service. acceptable use gw it resources are to be used to conduct legitimate business of the university or","academic, acceptable, applicable, law, legitimate, policy, research, resource, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",5,"use gw it resources are to be used to conduct legitimate business of the university or in furtherance of its educational mission, whether remote or on campus (e.g., approved research activities, academic instruction, scholarly activity, and business operations). reasonable incidental personal use of gw it resources is permitted if such use is consistent with the personal use of university resources policy and does not inappropriately","academic, activity, legitimate, permitted, personal, policy, research, resource, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",6,"such use is consistent with the personal use of university resources policy and does not inappropriately interfere with or reduce the hours worked by an employee, does not incur additional costs on behalf of the university, and does not constitute unacceptable use (as defined below). authorized users acknowledge that the university has the right to access accounts and electronic information under certain home policies find","authorize, electronic, employee, personal, policy, resource, unacceptable, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",7,"the university has the right to access accounts and electronic information under certain home policies find policy alphabetical policy listing acceptable use of it resources policy |ethics compliance reporting policies conflicts of interest commitment protection of minors about us 11/19/25, 5:19 am acceptable use of it resources policy office of ethics, compliance, and risk the george washington university 1/4 circumstances, in accordance with the university","acceptable, compliance, electronic, ethic, office, policy, protection, resource, risk, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",8,"of ethics, compliance, and risk the george washington university 1/4 circumstances, in accordance with the university access to account and electronic information policy. additional information on personal use of university resources, including gw it resources, can be found in the personal use of university resources policy. gw students, and others residing in campus housing facilities, may also use gw wired and wireless networks for recreational","compliance, electronic, ethic, facility, personal, policy, resource, risk, student, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",9,"others residing in campus housing facilities, may also use gw wired and wireless networks for recreational and personal purposes to the extent that such use does not constitute unacceptable use. unacceptable use while using gw it resources, authorized users are prohibited from engaging in unauthorized or illegal activities or in violation of university policy and codes that include, but are not limited to (collectively, “unacceptable","activity, authorize, facility, personal, policy, resource, unacceptable, unauthorized, university, violation"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",10,"in violation of university policy and codes that include, but are not limited to (collectively, “unacceptable use”): use that violates applicable federal, state, or local laws and regulations; use in connection with political campaigns inconsistent with the political activity policy; use for any activity that may jeopardize the university’s non-profit status; unauthorized use of gw accounts including gw email, access codes, devices, identification data, systems,","data, policy, system, unacceptable, university, violation"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",11,"non-profit status; unauthorized use of gw accounts including gw email, access codes, devices, identification data, systems, or passwords; sharing of individual login credentials (userid, password, or security question) with any other individual internally or externally, to access gw it resources; unauthorized monitoring of communications; activities that lead to the destruction or damage of equipment, software, network, or data belonging to, licensed by, or in use","activity, data, device, resource, security, software, system, unauthorized"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",12,"destruction or damage of equipment, software, network, or data belonging to, licensed by, or in use by the university; using gw it resources, such as gw email or other electronic communication services, to employ false or anonymous identity with the intent to deceive (this includes circumventing user authentication and unauthorized use); impeding or disrupting the legitimate computing activities of other authorized users or the proper","activity, authorize, data, electronic, identity, legitimate, resource, software, unauthorized, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",13,"unauthorized use); impeding or disrupting the legitimate computing activities of other authorized users or the proper functioning of gw it resources including adversely affecting network service performance or increasing the risk of cyber-attacks; intentionally installing malicious software, releasing malware, or any similar technology that would interfere with other’s use of gw it resources; harassment, making threats, creating hostile environment, stalking, discrimination, libel and slander; use","activity, authorize, create, install, legitimate, resource, risk, software, technology, unauthorized"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",14,"of gw it resources; harassment, making threats, creating hostile environment, stalking, discrimination, libel and slander; use that violates the rights of any person or entity protected by copyright, trade secret, patent, or other intellectual property protections provided by law or university policy, including copying, downloading, distributing, or transmitting unauthorized copyrighted materials; and use of gw it resources for personal or economic gain, or to operate","create, intellectual, law, personal, policy, protect, protection, resource, unauthorized, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",15,"copyrighted materials; and use of gw it resources for personal or economic gain, or to operate business or for commercial purposes unless that use is approved in advance by the university or part of an established university program. enforcement and penalties non-compliance with this policy may result in restriction and possible loss of access to gw it resources. non-compliance may also result in disciplinary action","compliance, loss, personal, policy, program, resource, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",16,"and possible loss of access to gw it resources. non-compliance may also result in disciplinary action up to and including termination (employees) and suspension/expulsion (students). definitions authorized users: all university students, faculty, and staff. it also applies to all other individuals and entities granted use of gw it resources, including, but not limited to, contractors, temporary employees, sponsored researchers, affiliates, visitors, and volunteers. gw it","authorize, compliance, employee, faculty, loss, researcher, resource, student, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",17,"including, but not limited to, contractors, temporary employees, sponsored researchers, affiliates, visitors, and volunteers. gw it resources: any technology resource or equipment that supports one or more functional objectives of the university. this includes any system, service, or physical facility owned, contracted, or managed by the university to acquire, store, process, transmit, scan, receive, or dispose of data or information (e.g., software, computers, mobile phones,","computer, data, employee, facility, mobile, objective, owned, physical, researcher, resource, scan, software, system, technology, transmit, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",18,"store, process, transmit, scan, receive, or dispose of data or information (e.g., software, computers, mobile phones, tablets, storage devices necessary for security and surveillance). related information code of ethical conduct code of student conduct faculty handbook employee handbook privacy of personal information policy personal use of university resources policy 11/19/25, 5:19 am acceptable use of it resources policy office of ethics, compliance, and risk the","acceptable, compliance, computer, data, device, employee, ethic, faculty, mobile, office, personal, policy, privacy, resource, risk, scan, security, software, student, transmit, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",19,"11/19/25, 5:19 am acceptable use of it resources policy office of ethics, compliance, and risk the george washington university 2/4 political activity policy contacts contact phone number email address gw information technology 202-994-4948 ithelp@gwu.edu responsible university official: vice provost for libraries and information technology responsible office: gw information technology origination date: october 6, 2015 last material change: september 21, 2023 next scheduled review: august 2025","acceptable, activity, compliance, ethic, ithelpgwu, library, office, phone, policy, provost, resource, review, risk, technology, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",20,"origination date: october 6, 2015 last material change: september 21, 2023 next scheduled review: august 2025 to provide feedback on this policy, please contact the responsible office(s) listed above or the office of ethics, compliance, and risk. more information describing university policies is outlined in the university policy principles. noncompliance with this policy can be reported through this website. office of ethics, compliance, and risk","compliance, ethic, office, policy, review, risk, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",21,"noncompliance with this policy can be reported through this website. office of ethics, compliance, and risk email the office report concern call the office campus advisories eo/nondiscrimination policy 11/19/25, 5:19 am acceptable use of it resources policy office of ethics, compliance, and risk the george washington university 3/4 mailto:ithelp@gwu.edu mailto:comply@gwu.edu website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility 11/19/25,","acceptable, accessibility, barrier, compliance, ethic, ithelpgwu, office, policy, privacy, resource, risk, university"
"Acceptable Use of IT Resources Policy _ Office of Ethics, Compliance, and Risk _ The George Washington University",22,"mailto:comply@gwu.edu website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility 11/19/25, 5:19 am acceptable use of it resources policy office of ethics, compliance, and risk the george washington university 4/4","acceptable, accessibility, barrier, compliance, ethic, office, policy, privacy, resource, risk, university"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,1,"artificial intelligence (ai) evaluation status gw information technology the george washington university information technology get help about leadership it initiatives aws cloud migration advancing research at gw by expanding hpc banner modernization project gw it year in review generative artificial intelligence artificial intelligence (ai) evaluation status getting more with zoom workplace role-based access control (rbac) windows 11 upgrade policies, standards guidelines it events artificial intelligence","artificialintelligence, cloud, control, evaluation, event, generative, guideline, policy, research, review, technology, university, zoom"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,2,"zoom workplace role-based access control (rbac) windows 11 upgrade policies, standards guidelines it events artificial intelligence (ai) evaluation status this chart highlights ai tools approved for use within the gw community, including approved use cases, and data classification guidance. explore tools and resources with ai capabilities to enhance teaching, learning, research, and administrative tasks. ai is an emerging technology and is rapidly evolving. please check","administrative, artificialintelligence, capability, classification, control, data, evaluation, event, explore, guidance, guideline, learn, policy, research, resource, teach, technology, tool, zoom"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,3,"learning, research, and administrative tasks. ai is an emerging technology and is rapidly evolving. please check back often for updates. ai tool status approved data classification level available to common use cases microsoft copilot approved public. restricted faculty, staff, students basic chat, document summary and analysis, image generation adobe firefly approved public faculty, staff, students image generation available in adobe acrobat, creative cloud express gw","administrative, adobe, artificialintelligence, chat, classification, cloud, data, faculty, learn, level, public, research, restrict, student, technology, tool"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,4,"firefly approved public faculty, staff, students image generation available in adobe acrobat, creative cloud express gw chat approved public, restricted by request for faculty, staff, students basic chat, document summary and analysis, image generation, private chat bot box ai approved public, restricted, regulated faculty, staff under review for student access basic chat, document summary and analysis zoom ai approved public, restricted faculty, staff, students meeting","adobe, artificialintelligence, chat, cloud, faculty, public, regulate, restrict, review, student, zoom"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,5,"access basic chat, document summary and analysis zoom ai approved public, restricted faculty, staff, students meeting transcription, summarization, and automated note-taking google gemini approved public, restricted faculty, staff under review for student access basic chat, document summary and analysis google notebook lm approved public, restricted faculty, staff under review for student access basic chat, document summary and analysis home about it initiatives generative artificial intelligence","artificialintelligence, chat, faculty, generative, public, restrict, review, student, zoom"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,6,"for student access basic chat, document summary and analysis home about it initiatives generative artificial intelligence artificial intelligence (ai) evaluation status |get started support security academic technology explore tools services gw status about 11/19/25, 5:30 am artificial intelligence (ai) evaluation status gw information technology the george washington university 1/2 submit request ithelp@gwu.edu view my tickets reset password classroom support classroom search phone 24 hours days","academic, artificialintelligence, chat, classroom, evaluation, explore, generative, ithelpgwu, phone, security, student, technology, tool, university"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,7,"submit request ithelp@gwu.edu view my tickets reset password classroom support classroom search phone 24 hours days week walk-in walk-in support centers knowledge base explore our knowledge base for how-to articles and guides. it help academic center washington, dc 20052 ithelp@gwu.edu campus advisories eo/nondiscrimination policy website privacy notice contact gw accessibility terms of use copyright report barrier to accessibility 11/19/25, 5:30 am artificial intelligence (ai) evaluation","academic, accessibility, artificialintelligence, barrier, classroom, evaluation, explore, guide, ithelpgwu, knowledge, phone, policy, privacy"
Artificial Intelligence (AI) Evaluation & Status _ GW Information Technology _ The George Washington University,8,"accessibility terms of use copyright report barrier to accessibility 11/19/25, 5:30 am artificial intelligence (ai) evaluation status gw information technology the george washington university 2/2 mailto:ithelp@gwu.edu mailto:ithelp@gwu.edu","accessibility, artificialintelligence, barrier, evaluation, ithelpgwu, technology, university"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,1,communicating your genai expectations to your students libraries academic innovation libraries academic innovation gelman library: 24 hours complete hours info ask us communicating your genai expectations to your students many students feel uncertain about when and how they can use genai in their academic classes. the genai and teaching group (gait) created these guidelines for faculty considering how to communicate with students about the use,"academic, class, communicate, create, expectation, faculty, genai, guideline, library, student, teach"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,2,group (gait) created these guidelines for faculty considering how to communicate with students about the use of genai in academic tasks. providing clear and detailed instructions about allowed and prohibited uses reduces student anxiety and increases academic integrity. here are some simple steps to creating effective communications with students: 1. review this guide to determine your views on appropriate generative artificial intelligence (genai) use in,"academic, artificialintelligence, communicate, create, faculty, genai, generative, guide, guideline, integrity, review, step, student"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,3,1. review this guide to determine your views on appropriate generative artificial intelligence (genai) use in academic classes. 2. update your syllabus to include: an honor code: clear statement of expectations for genai use can encourage academic integrity. thoughtful explanations of how your decisions about genai use support your learning goals for students and important values. time to discuss the ethics of genai use: what,"academic, artificialintelligence, class, ethic, expectation, genai, generative, guide, integrity, learn, review, student"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,4,learning goals for students and important values. time to discuss the ethics of genai use: what should students know to be prepared for advanced study or careers in your profession? for ideas review the values document included above. time to complete the work as intended: some students use genai when they feel rushed. space out manageable assignments to increase students’ confidence they can complete the,"assignment, ethic, genai, idea, learn, review, student"
Communicating Your GenAI Expectations to Your Students _ Libraries & Academic Innovation,5,"when they feel rushed. space out manageable assignments to increase students’ confidence they can complete the work as instructed. while the library website is unaffected, the current cloudflare outage may interrupt web access to some software throughout the day. for example, the software used to schedule tutoring and review sessions for academic commons (penji) as well as other gwu sites and research databases may be","academic, assignment, library, research, review, session, software, student"
