Type,ID,Text
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,11,thinking about ai in your course to reference when considering how to use (or not use) genai in your course. are you interested in leveraging the utility of generative ai to create more meaningful assignments and more authentic learning experiences? would you like to talk with someone about your ideas and concerns about genai? contact us (tll@mit.edu) to request consultation. refine your goals define acceptable
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,12,"ideas and concerns about genai? contact us (tll@mit.edu) to request consultation. refine your goals define acceptable use revise your assignments assessments consider course format equity, access, privacy how might generative ai prompt us to reconsider and refine goals for student learning? over the years, our ideas have changed regarding what students need to know how to do “from scratch” and what they can outsource to"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,13,"what students need to know how to do “from scratch” and what they can outsource to technology. for example, many courses permit (encourage) the use of software packages for mathematical operations and/or the analysis of scientific and engineering processes (e.g., wolfram alpha, matlab, etc.) and the use of existing pieces of code (e.g., github, etc.) in programming. and, of course there is the calculator. before"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,14,"pieces of code (e.g., github, etc.) in programming. and, of course there is the calculator. before considering the affordances or annoyances of generative ai in your teaching context, it is important to critically examine your real goals for student learning are there levels of higher-order thinking more complex, more authentic learning goals that you’d like students to achieve? if so, you can begin to explore"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,15,"authentic learning goals that you’d like students to achieve? if so, you can begin to explore how generative ai tools help students achieve those goals. in particular, you may wish to: engage with genai and examine how it handles your current assignment prompts and problems. think back to your ideal goals for student learning and consider how you can modify your assignments to support your"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,16,"ideal goals for student learning and consider how you can modify your assignments to support your actual goals for student learning. consider how you might (re)design your assignments and/or course format to leverage generative ai and better support meaningful student learning. consider how genai can help you leverage the science of learning in your teaching. see tll’s post, applying the science of learning in your"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,17,"science of learning in your teaching. see tll’s post, applying the science of learning in your teaching: generative ai may help teaching learning lab staff are available to help you refine your goals. contact us at tll@mit.edu. ai acceptable use statements regardless of your thoughts on using genai in your subject, convey those thoughts, the resultant subject policies, and the consequences of their violation with"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,18,"your subject, convey those thoughts, the resultant subject policies, and the consequences of their violation with your students at the beginning of the semester. including an ai acceptable-use statement in your syllabus and discussing your rationale for the policy on the first day of class can help regulate students’ use of genai and open the door for additional conversations about genai and learning in your"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,19,"use of genai and open the door for additional conversations about genai and learning in your subject as the semester progresses. if you choose to permit using genai for assignments, clearly specify how you expect students to cite and document its use. note that openai’s terms of use include the following among its restrictions: users may not “represent that output from the services was human-generated"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,20,"the following among its restrictions: users may not “represent that output from the services was human-generated when it is not.” for guidelines on properly attributing genai output, see: how to cite chatgpt teaching learning lab staff are available to help you develop an ai acceptable use statement for your syllabus. additional resources are provided below. tll’s february post: teaching learning with chatgpt: opportunity or quagmire?"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,21,syllabus. additional resources are provided below. tll’s february post: teaching learning with chatgpt: opportunity or quagmire? part iii academic integrity student privacy equity accessibility includes three examples of ai acceptable-use syllabus statements: statement that prohibits its use; statement that permits use with proper citation; and statement that allows use on case-by-case basis. tll’s kaufman teaching certificate program’s (ktcp’s) syllabus statement derek bruff’s intentional teaching newsletter
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,22,"on case-by-case basis. tll’s kaufman teaching certificate program’s (ktcp’s) syllabus statement derek bruff’s intentional teaching newsletter show us your syllabus: chatbot edition has several examples of ai acceptable-use syllabus statements from colleges and universities across the country. lance eaton’s compilation of crowd-sourced policy statements classroom policies for ai generative tools torrey trust’s articles in faculty focus essential considerations for addressing the possibility of ai-driven cheating,"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,23,"tools torrey trust’s articles in faculty focus essential considerations for addressing the possibility of ai-driven cheating, part essential considerations for addressing the possibility of ai-driven cheating, part the best ai policies i’ve seen so far daniel stanford’s substack for additional information on creating syllabus that acknowledges and incorporates policies regarding the use of generative ai, see the syllabus resources on the sentient syllabus project’s website"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,24,"regarding the use of generative ai, see the syllabus resources on the sentient syllabus project’s website as you rethink your assignments and assessments in light of genai, keep your revised goals for student learning in mind. consider whether you are hoping to leverage genai’s affordances or mitigate its use. writing in his blog, agile learning derek bruff suggests that instructors ask themselves the following questions"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,25,"writing in his blog, agile learning derek bruff suggests that instructors ask themselves the following questions when considering an assignment revision: why does this assignment make sense for this course? what are specific learning objectives for this assignment? how might students use ai tools while working on this assignment? how might ai undercut the goals of this assignment? how could you mitigate this? how might"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,26,"how might ai undercut the goals of this assignment? how could you mitigate this? how might ai enhance the assignment? where would students need help figuring that out? focus on the process. how could you make the assignment more meaningful for students or support them more in the work? mitigating the use of genai for many instructors, thinking about the process of student learning and"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,27,"mitigating the use of genai for many instructors, thinking about the process of student learning and the assessment of that process is useful way to (1) help students develop the habits of mind and skills essential to the discipline (or subject) and (2) shift the focus of student learning assessment away from end products that may lend themselves to genai reliance and plagiarism. helping students"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,28,"assessment away from end products that may lend themselves to genai reliance and plagiarism. helping students to engage with the learning process may be particularly relevant here at mit, where developing students as agile critical thinkers and problem solvers are primary and essential goals of an mit education and cornerstones of the campus ethos. experts in field are fluent in the problem-solving process. they are"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,29,"cornerstones of the campus ethos. experts in field are fluent in the problem-solving process. they are comfortable “playing” with multiple solution paths and ideas i.e., hitting dead ends and learning from these mistakes to eventually formulate solutions. many novices (our students included) believe if they don’t see the solution right away, that they will fail. learning how to solve problems involves learning from failed solution"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,30,"right away, that they will fail. learning how to solve problems involves learning from failed solution attempts and accepting that initial “failure” is almost always part of developing successful solution. here, focus on the process in addition to the product, can help students achieve our goals for them as mit graduates and minimize chatbot plagiarism. (for more on expert v. novice learners see the resources"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,31,mit graduates and minimize chatbot plagiarism. (for more on expert v. novice learners see the resources section below.) higher education author and consultant john warner recently commented: one of the hallmarks of growing sophistication as writer is seeing the idea you thought you were expressing change in front of your eyes as you are writing. this is high-level critical thinking. this kind of emergent rethinking
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,32,"your eyes as you are writing. this is high-level critical thinking. this kind of emergent rethinking is an experience that every college-level writer should be familiar with. (warner, 2022). and, as nancy gleason, director of the hilary ballon center for teaching and learning at nyu abu dhabi, wrote in the times higher ed “[…the assessment of only] completed product is no longer viable. scaffolding [and"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,33,"the times higher ed “[…the assessment of only] completed product is no longer viable. scaffolding [and assessing] the skills and competencies associated with writing, producing and creating is the way forward.” (gleason, 2022). consider the usefully prescient comments of cognitive and learning scientist michelene chi in her 1994 paper on the impact of self-explanations during problem solving on the improvement of student science understanding: …especially"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,34,"on the impact of self-explanations during problem solving on the improvement of student science understanding: …especially for challenging science domains….students should learn to be able to talk science (to understand how the discourse of the field is organized, how viewpoints are presented, and what counts as arguments and support for these arguments), so that students can participate in scientific discussions, rather than just hear science."
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,35,"for these arguments), so that students can participate in scientific discussions, rather than just hear science. (chi, 1994)” in subjects that use problem sets ask students to explain their thought processes as they solve (a subset of) the problems. few (of many possible) helpful prompts may include asking them to describe: why they chose particular method; why they made certain assumptions and/or simplifications; where they"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,36,"to describe: why they chose particular method; why they made certain assumptions and/or simplifications; where they ran into dead ends and how they found their way forward; what broader takeaways did they learn from solving the problem? as follow-up to any type of assignment, you can ask them to reflect on and articulate: any issues they had in beginning the assignment; what they found most"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,37,"reflect on and articulate: any issues they had in beginning the assignment; what they found most interesting or surprising; their “aha moment”; how the completion of the assignment added to their understanding of the topic, etc. developing students’ metacognitive skills by requiring them to self-regulate and self-explain their solution process may mitigate their use of ai-generated responses. self-evidently, it is much more difficult for students"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,38,"process may mitigate their use of ai-generated responses. self-evidently, it is much more difficult for students to explain their problem-solving process when they didn’t actually solve the problem! if student uses generative ai in some aspect of the solution, the requirement that they document their thought processes will force them to engage bit deeper with certain aspects of the problem and the learning process overall."
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,39,"them to engage bit deeper with certain aspects of the problem and the learning process overall. frequent low-stakes, in-class quizzes regardless of your assignment types (psets, weekly papers, reading reflections, coding), consider adding weekly, low-stakes, in-class quizzes that ask them to solve close variant of one or two of the pset questions from the week and/or previous week; reflect on and/or summarize discussion from previous"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,40,"the pset questions from the week and/or previous week; reflect on and/or summarize discussion from previous class. frequent, low-stakes quizzing allows students to practice retrieval key component of the learning process, and if the quizzes pull questions from previous weeks, it can further develop students’ ability to retrieve and apply recently learned concepts and skills. see tll’s how to teach pages for additional information on"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,41,"apply recently learned concepts and skills. see tll’s how to teach pages for additional information on retrieval and spaced interleaved practices. if you use this strategy, you’ll want to: be explicit with students about what you are doing and why. include follow-up questions from the previous section of the course (above) in your pset to encourage students to reflect on the problem-solving process. during the"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,42,"course (above) in your pset to encourage students to reflect on the problem-solving process. during the first few weeks of the semester, model the type of reflective and engaged responses that you are looking for on the quizzes. reconsider how you allocate points for the various assignments in your subject. with the addition of weekly, in-class quizzes you may want to decrease point value and/or"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,43,"subject. with the addition of weekly, in-class quizzes you may want to decrease point value and/or the grading time required for other assignments. leveraging genai as noted in the refine your goals for learning section, the affordances of genai may allow you to better support students’ development of higher-order, more complex skills like synthesis, analysis, and creation. in their paper, mollick and mollick offer detailed"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,44,"more complex skills like synthesis, analysis, and creation. in their paper, mollick and mollick offer detailed descriptions of ways to leverage programs like chatgpt in student assignments. they suggest that …ai can be used to overcome three barriers to learning in the classroom: improving transfer breaking the illusion of explanatory depth and training students to critically evaluate explanations .” (mollick mollick, 2022). in line with"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,45,"explanatory depth and training students to critically evaluate explanations .” (mollick mollick, 2022). in line with the mollicks, lucinda mcknight, senior lecturer in pedagogy and curriculum at deakin university, offers several suggestions for incorporating genai into student assignments to support deeper and more robust learning, including: use ai writers as researchers. they can research topic exhaustively in seconds and compile text for review, along with"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,46,"as researchers. they can research topic exhaustively in seconds and compile text for review, along with (real hallucinated) references for students to follow up. this material can then inform original and carefully referenced student writing. use ai writers to produce text on given topic for critique. design assessment tasks that involve this efficient use of ai writers, then [ask students to provide] critical annotation of"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,47,"that involve this efficient use of ai writers, then [ask students to provide] critical annotation of the text that is produced. use different ai writers to produce different versions of text on the same topic to compare and evaluate. use and attribute ai writers for routine text, for example, blog content. use discrimination to work out where and why ai text, human text, or hybrid"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,48,"blog content. use discrimination to work out where and why ai text, human text, or hybrid text are appropriate and give accounts of this thinking. research and establish the specific affordances of ai-based content generators for your discipline. for example, how might it be useful to be able to produce text in multiple languages in seconds? or create text optimized for search engines? explore different"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,49,produce text in multiple languages in seconds? or create text optimized for search engines? explore different ways ai writers and their input can be acknowledged and attributed ethically and appropriately in your discipline. model effective note-making and record-keeping. use formative assessment that explicitly involves discussion of the role of ai in given tasks. discuss how ai could lead to various forms of plagiarism and how
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,50,"ai in given tasks. discuss how ai could lead to various forms of plagiarism and how to avoid this. (mcknight, 2022). whether or not you explicitly incorporate generative ai into all your assignments (or subset of your assignments), make sure to stress that it doesn’t always produce correct answers and provide examples. underscore that genai output requires reflection and input from humans. many of the"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,51,"and provide examples. underscore that genai output requires reflection and input from humans. many of the resources included at the end of this section provide examples of redesigned assignments from wide range of disciplines that leverage or mitigate the use of gai. staff from the teaching learning lab are available to help you revise your assignments and assessments. resources updated april, 2025 expert v. novice"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,52,"available to help you revise your assignments and assessments. resources updated april, 2025 expert v. novice learners hardiman, p.t., dufresne, r. mestre, j.p. (1989). the relation between problem categorization and problem solving among experts and novices memory cognition 17, 627–638. larkin, j., mcdermott, j., simon, d.p., simon, h. (1980). expert and novice performance in solving physics problems. science 208(4450). pp. 1335-1342. polya, g., conway, j."
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,53,"expert and novice performance in solving physics problems. science 208(4450). pp. 1335-1342. polya, g., conway, j. h. (2014). how to solve it: new aspect of mathematical method princeton university press. wankat, p.c., and f.s. oreovicz (2015). problem solving creativity in teaching engineering second edition (pp. 93-115). purdue university press. (open access edition) assignments for information on developing psets that incorporate genai, see our post: rethinking"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,54,"(open access edition) assignments for information on developing psets that incorporate genai, see our post: rethinking your problem sets in the world of generative ai mollick, ethan r. and mollick, lilach, assigning ai: seven approaches for students, with prompts (june 12, 2023). available at ssrn: or mollick, ethan r. and mollick, lilach, new modes of learning enabled by ai chatbots: three methods and assignments (december"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,55,"and mollick, lilach, new modes of learning enabled by ai chatbots: three methods and assignments (december 13, 2022). available at ssrn: or for additional ideas for rethinking assignments, see appendices b-f of cornell’s committee report: generative artificial intelligence for education and pedagogy appendix b: courses that develop writing as skill appendix c: creative courses for music, literature, and art appendix d: courses in social sciences"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,56,"skill appendix c: creative courses for music, literature, and art appendix d: courses in social sciences appendix e: mathematics, physical sciences, and engineering appendix f: courses in programming course format if you are committed to limiting students’ use of genai in your subject, you may want consider how change in its format and/or structure of might impact students’ use of genai. take fresh look at"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,57,"in its format and/or structure of might impact students’ use of genai. take fresh look at blended learning (bl). in bl, students generally view recordings of lectures and/or engage with pre-class readings to gain basic understanding of relevant topics (this is the “information-delivery” component of the class). they then engage in active problem solving (information retrieval and application and knowledge creation) during class time. depending"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,58,"engage in active problem solving (information retrieval and application and knowledge creation) during class time. depending on the subject (topic, level, etc.), you may be able to restrict students’ use of computers during class to ensure that they are engaging in traditional problem solving as they grapple with key problems from the week’s material. additionally, even if students are required to use particular software or"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,59,"problems from the week’s material. additionally, even if students are required to use particular software or applications you can monitor their use during class time. teaching learning lab staff are available to help you implement blended learning in your courses. additional resources are provided below. professors wolfgang ketterle and lorna gibson describe their uses of flipped classrooms (blended learning) to better support learning and engage"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,60,"lorna gibson describe their uses of flipped classrooms (blended learning) to better support learning and engage students. the blended learning section of the report of the ric16 ad hoc committee: leveraging best practices from remote teaching for on-campus education dealing with the lack of student engagement in lectures richard de neufville, mit faculty newsletter january-april 2023, vol. xxxv no. blended learning center for teaching learning"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,61,"de neufville, mit faculty newsletter january-april 2023, vol. xxxv no. blended learning center for teaching learning at columbia freeman s, haak d, wenderoth mp. increased course structure improves performance in introductory biology. cbe life sciences education 2011 summer;10(2):175-86. doi: 10.1187/cbe.10-08-0105. pmid: 21633066; pmcid: pmc3105924. if you use this approach make sure that you can accommodate students who require the use of computers, and/or specific software,"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,62,"make sure that you can accommodate students who require the use of computers, and/or specific software, etc. reach out to disability and access services (das) for guidance. equity currently, openai’s chatgpt-3.5 is open-access and free but more prone to producing incorrect (“hallucinated”) responses. chatgpt-4 is much “better” than chatgpt-3.5 but costs $20/month. bing, microsoft’s version, has comparable capability to chatgpt-4 and is “free” but requires"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,63,"but costs $20/month. bing, microsoft’s version, has comparable capability to chatgpt-4 and is “free” but requires microsoft account and must be used in the microsoft edge browser. without some planning on your part, some students in your class will have access to chatgpt-4, while others may only have chatgpt-3.5 or bing. see the assessments assignments section for ideas for more equitable incorporation of genai in"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,64,"or bing. see the assessments assignments section for ideas for more equitable incorporation of genai in your subjects. accessibility concerning accessibility, writing in wired, pia ceres writes, “completely barring chatgpt from classrooms, tempting as that may be, could introduce host of new problems. torrey trust at the university of massachusetts amherst studies how teachers use technology to reshape learning. she points out that reverting to"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,65,"massachusetts amherst studies how teachers use technology to reshape learning. she points out that reverting to analog forms of assessment, like oral exams, can put students with disabilities at disadvantage.” (ceres, 2023) see the transparency in learning and teaching project for additional resources for developing transparent and equitable assignments and assessments or contact mit’s disability and access services (das) student privacy if you would like"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,66,"and assessments or contact mit’s disability and access services (das) student privacy if you would like students to engage with ai-generated content in your subjects, consider student privacy issues (e.g., chatgpt is an open-access tool, not supported by is&t and not subject to mit’s student data safeguards), as well as the ethics of mandating that students use the tool. read and encourage all students to"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,67,"as the ethics of mandating that students use the tool. read and encourage all students to read chatgpt’s privacy policy, which states that data collected by chatgpt can be shared with third-party vendors, law enforcement, affiliates, and other users, and the terms of use, which states that “you must be 18 years or older and able to form binding contract with openai to use the"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,68,"be 18 years or older and able to form binding contract with openai to use the services” (i.e., students under 18 years old should not be asked to use the tool.) users can request to delete their chatgpt account, but all prompts and inputs to the site cannot be removed. writing in her blog, jill walker rettberg, professor of digital culture at the university of"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,69,"removed. writing in her blog, jill walker rettberg, professor of digital culture at the university of bergen in norway, notes, “openai knows my email and the country am connecting from, so they can assume my judgements [sic] about how chatgpt responds to me align with “norwegian values.” openai also knows what device, browser and operating system am using, which can be proxy for class and"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,70,"knows what device, browser and operating system am using, which can be proxy for class and socio-economic status.” (rettberg, 2022) to address data privacy concerns, consider ways that students can use ai-generated content without generating it themselves (e.g., you or ta volunteer could enter questions/prompts as specified by students and share them for use in the assignment). for additional guidance re student privacy and gai"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,71,"and share them for use in the assignment). for additional guidance re student privacy and gai use, see mit sloan’s generative ai for teaching learning resources hub teaching learning lab staff are available to help you address these concerns. mit resources and support staff from tll and open learning-residential are available to facilitate discussions within mit dlcs on the topic of teaching with genai mit"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,72,"are available to facilitate discussions within mit dlcs on the topic of teaching with genai mit community members can email ai-teaching@mit.edu to arrange session. if you’d like to facilitate your own discussion customizable slide deck is available here [you will be prompted to make copy.] sloan teaching learning with generative ai hub advice concerning the increase in ai-assisted writin profs. ed schiappa and nicholas montfort,"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,73,"generative ai hub advice concerning the increase in ai-assisted writin profs. ed schiappa and nicholas montfort, comparative media studies writing mit. if you are an mit community member and have resources you’d like to share, please email us at: ai-teaching@mit.edu. the poorvu center for teaching and learning at yale states: “reflective teaching involves examining one’s underlying beliefs about teaching and learning and one’s alignment with"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,74,"states: “reflective teaching involves examining one’s underlying beliefs about teaching and learning and one’s alignment with actual classroom practice before, during, and after course is taught. when teaching reflectively, instructors think critically about their teaching and look for evidence of effective teaching.” for good overview of what llms are and how they work, see. kevin rose and cade metz, on tech: ai newsletter series: how"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,75,"and how they work, see. kevin rose and cade metz, on tech: ai newsletter series: how to become an expert on a.i. new york times april 2023. additional resources on the use of generative ai in teaching learning (updated april 2025) general gai basics: technical primer mt sloan rama ramakrishnan, mit sloan (video); part of sloan technology services ai hub an mit exploration of generative"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,76,"ramakrishnan, mit sloan (video); part of sloan technology services ai hub an mit exploration of generative ai teaching learning lab gai blog posts open ai’s chatgpt documentation in teaching learning overview ai meets education at stanford (aimes) generative ai in teaching learning teaching hub, university of virginia osu faculty recommendations philippa hardman’s ai learning taxonomy how should ai-generated content be labeled? mit sloan there are"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,77,recommendations philippa hardman’s ai learning taxonomy how should ai-generated content be labeled? mit sloan there are some incredible folks writing about this on substack we recommend: marc watkins rhetorica beyond chatgpt series: reading: no one is talking about ai’s impact on reading ai’s promise to pay attention for you teaching is not problem for ai to solve ethan mollick one useful thing all of mollick’s
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,78,"teaching is not problem for ai to solve ethan mollick one useful thing all of mollick’s posts interesting and thought provoking ethan lillach mollick have very useful paper called: using ai to implement effective teaching strategies in classrooms: five strategies, including prompts (note that this article addresses teaching practices (rather than student work)) ethan mollick’s examples of elaborate prompts in assigning ai: ways of using"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,79,(rather than student work)) ethan mollick’s examples of elaborate prompts in assigning ai: ways of using ai in class ai education josh brake the absent minded professor lance eaton ai education simplified eric hudson teaching on purpose nick potkalitsky educating ai emily pitts donahoe unmaking the grade see additional authors/substacks in the sections below openai teaching w/chatgpt handbook mit physics youtube playlist: impact of chatgpt
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,80,authors/substacks in the sections below openai teaching w/chatgpt handbook mit physics youtube playlist: impact of chatgpt applying the science of learning in your teaching: generative ai may help mit tll blog. acceptable gai-use: syllabus statements: ktcp syllabus statement lance eaton: crowd-sourced google doc (caveat emptor: some statements are from the dawn of gpts) derek bruff: show us your syllabus chatbot edition the best ai policies
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,81,"the dawn of gpts) derek bruff: show us your syllabus chatbot edition the best ai policies i’ve seen so far daniel stanford’s substack other syllabus statements from tll writing laura roberts’ ai tool box for research writing padlet an introduction to teaching with text generation technologies tim laquintano, carly schnitzler, and annette vee. writing across the curriculum at colorado state. annette vee, ai aware teaching"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,82,"schnitzler, and annette vee. writing across the curriculum at colorado state. annette vee, ai aware teaching examples ai how we teach writing four rules for writing in the age of ai jane rosenzweig: writing hacks (harvard college writing center) josh brake the absent minded professor “but writing is not just about the text that you write at the end of it. writing is about the"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,83,"just about the text that you write at the end of it. writing is about the process that leads you to that eventual end product. it’s about iteration and failure: the cycle of drafting, critiquing, editing, and revising. it’s the same underlying truth about any worthwhile pursuit: it’s about the journey and not just the destination.” lauren goodlad and the team at critical ai jane"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,84,the journey and not just the destination.” lauren goodlad and the team at critical ai jane rosenzweig: ai pedagogy project harvard perry share welcome to the machine: generative ai higher education: selective guide to resources (see student writing) anna mills template phrases for critiquing ai outputs leon furze series of blog posts that explore how multimodal generative ai (genai) writing tools can be applied to
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,85,"of blog posts that explore how multimodal generative ai (genai) writing tools can be applied to all stages of the writing cycle, from purpose through to publication. purpose exploration ideas skills collaboration publication cornell: how to cite chatgpt apa. assessments derek bruff, agile learning blog assignment makeovers in the ai age: reading response edition assignment makeovers in the ai age: essay edition integrating ai into"
