Type,ID,Text
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,11,"opportunities for use in teaching and learning make it critical for instructors to reflect on how it affects the courses they teach. resources that explain how genai works how ai chatbots like chatgpt or bard work visual explainer ucla library wi+re’s introduction to ai chatbots why? in this section, you will learn why it’s important to know about genai, its widespread use, students’ perceptions of"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,12,"you will learn why it’s important to know about genai, its widespread use, students’ perceptions of genai tools, and relevance to teaching and learning including possibilities and drawbacks of the technology. growing use of genai tools generative ai usage is widespread and growing. take the example of chatgpt: in its first five days, million people signed up to use it, and it was reported to"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,13,"its first five days, million people signed up to use it, and it was reported to have hit 100 million weekly users year after it was launched (thorne, 2023). chatgpt is reported to have 464 million monthly users as of november 2024 (duarte, 2025). given genai’s growth and its potential to support research, teaching, and administrative operations at ucla, the university is investing in tools"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,14,"potential to support research, teaching, and administrative operations at ucla, the university is investing in tools for the community to use, and individuals across campus have started exploring and leveraging these tools in innovative ways. you can learn more about the licenses available for ucla faculty, staff, and students at available genai tools majority of ucla students are using genai tools to various degrees, and"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,15,"at available genai tools majority of ucla students are using genai tools to various degrees, and for various purposes. based on the university of california undergraduate experience survey (ucues) data from 2024, 67% of students reported using genai tools at some point during the academic year, with more than half of students surveyed reporting that they used it to “brainstorm for writing project or presentation,”"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,16,"half of students surveyed reporting that they used it to “brainstorm for writing project or presentation,” and “research topic” (ucues, 2024). majority of students surveyed (61%) agree or strongly agree that they understand how genai can enhance their learning; at the same time, 78% agree or strongly agree that they understand how the use of genai can be detrimental to their learning (ucues, 2024). possibilities"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,17,"they understand how the use of genai can be detrimental to their learning (ucues, 2024). possibilities of genai potential in teaching and learning instructors who are interested in incorporating genai into teaching and learning may see its potential benefits in making personalized learning feasible and scalable, as well as how the technology may support them in their teaching, relieving them of repetitive tasks (hammond, 2024)."
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,18,"how the technology may support them in their teaching, relieving them of repetitive tasks (hammond, 2024). there is potential for instructional content to be tailored to individual students’ needs, and for students to interact with genai chatbots and tutors, which may provide more automated grading and feedback (the role of ai, 2024). importance to students’ career readiness education leaders argue that because their future careers"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,19,"of ai, 2024). importance to students’ career readiness education leaders argue that because their future careers will require proficiency with the technology, universities need to teach students how to use genai tools effectively and responsibly (schroeder, 2024). drawbacks of genai biased and inaccurate output as shared during the ucla virtual town hall: what is chatgpt and how does it relate to ucla’s academic mission there"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,20,"virtual town hall: what is chatgpt and how does it relate to ucla’s academic mission there are concerns about the ethics and practices around genai tools. as discussed by noble (2018), algorithms can and do replicate and produce biased, racist, and sexist outputs, along with incorrect and/or misleading information. these technologies are not infallible, and their accuracy is subject to variety of factors, some listed"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,21,"these technologies are not infallible, and their accuracy is subject to variety of factors, some listed below: prone to fill in replies with incorrect data if there is not enough information available on subject. lack the ability to understand the context of particular situation, which can result in inaccurate outputs. large, uncurated datasets scraped from the internet are full of biased data that then informs"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,22,"outputs. large, uncurated datasets scraped from the internet are full of biased data that then informs the models. data is collected from the past, and tends to have regressive bias that fails to reflect the progress of social movements. environmental concerns another serious concern about genai tools relates to their environmental impact. data centers for genai tools require huge amounts of raw materials, including rare"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,23,"their environmental impact. data centers for genai tools require huge amounts of raw materials, including rare earth elements, and produce electronic waste containing mercury and lead (ai has an environmental problem, 2024). data centers also use and will continue to use massive amounts of water, with projected water usage of 6.6 billion cubic meters by 2027 (gordon, 2024). it is estimated that the carbon footprint"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,24,"of 6.6 billion cubic meters by 2027 (gordon, 2024). it is estimated that the carbon footprint of single genai query is four to five times higher than using search engine (stokel-walker, 2023); this does not take into account the energy consumed and co produced to create each genai model. how? before discussing genai tools with your students, creating genai policy for your course, or deciding"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,25,"how? before discussing genai tools with your students, creating genai policy for your course, or deciding whether to implement tools in your class, consider taking some time to reflect on your views, interest in, and comfort level with genai. the uc instructional design faculty support community of practice’s ai working group created chart with guiding questions for instructors relating to ai: ai faculty consultation chart"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,26,"working group created chart with guiding questions for instructors relating to ai: ai faculty consultation chart the chart asks you to reflect on your experience with genai, its relevance to your course, your ethical concerns, and how and where you might rethink your course to incorporate genai. consider working through these questions, and if you have further questions or concerns, you can get in touch"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,27,"through these questions, and if you have further questions or concerns, you can get in touch with an instructional designer to discuss with you. create and communicate genai policies surveys and discussions consider utilizing the questions on ai from the university of california undergraduate experience survey in survey with your students, or holding discussion with your class exploring these topics. learning about what your students"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,28,"your students, or holding discussion with your class exploring these topics. learning about what your students know about genai, and how they currently use it, can inform whether you integrate these tools into your teaching, and can shape your course policies on genai tool use. we have created sample survey of these ucues questions, which you can find in canvas commons and import into your"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,29,"survey of these ucues questions, which you can find in canvas commons and import into your course. filter canvas commons results for resources shared with the university of california, los angeles, and search for “genai student survey.” syllabus statements make your course’s genai policy clear in your syllabus. consider forming policy in collaboration with your students at the beginning of the quarter, which can foster"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,30,"forming policy in collaboration with your students at the beginning of the quarter, which can foster sense of belonging among students in your course (see preparing to teach: fostering and sustaining student belonging throughout the term for more information on student belonging). below are three example syllabus statements adapted from uic’s ai writing tools guide that instructors could include in their syllabus, as well as"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,31,"from uic’s ai writing tools guide that instructors could include in their syllabus, as well as guiding questions to help you determine what to include in your ai statement. not permitting ai in class the use of ai writing tools (including, but not limited to, chatgpt) is not permitted in this course. students who use these tools for class assignments undermine the goals and learning"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,32,"in this course. students who use these tools for class assignments undermine the goals and learning objectives for this course, reducing the effectiveness of instruction. any confirmed use of ai writing tools will be treated as academic dishonesty (see the ucla academic integrity statement for more information). limited use of ai in class with citation the recent advances in ai technology are already transforming the"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,33,"of ai in class with citation the recent advances in ai technology are already transforming the ways humans communicate. in order to prepare students for an ai-infused world, the use of ai writing tools in this class is permitted in some ways. students are encouraged to use ai writing tools (such as chatgpt) to generate ideas for their writing and coursework in this class; however,"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,34,"tools (such as chatgpt) to generate ideas for their writing and coursework in this class; however, it is expected that all ai-generated content be reviewed, edited, and verified for accuracy before submission. please note that you need to cite the specific ai writing tool as source if you present any significant amount (i.e., more than one sentence) of minimally edited ai-generated text as your own."
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,35,"any significant amount (i.e., more than one sentence) of minimally edited ai-generated text as your own. please review the apa or mla guidelines for citing generative ai writing tools. permitting ai in class the recent advances in ai technology are already transforming the ways humans communicate. in order to prepare students for ai-assisted work, the use of ai writing tools is permitted in this course"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,36,"prepare students for ai-assisted work, the use of ai writing tools is permitted in this course with no restrictions. note that this policy may be revised in light of other policies and novel technological developments in ai tools. additional examples there are many additional examples from various institutions in this crowdsourced document: syllabi policies for ai generative tools you can read through other educators’ submissions"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,37,"this crowdsourced document: syllabi policies for ai generative tools you can read through other educators’ submissions for syllabus statements, use them in your syllabus, and submit your own policy. plagiarism concerns if you have concerns about student using genai tools to plagiarize work in your class, please follow the guidance for addressing suspected ai misconduct you can also refer to established publications’ statements on ai"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,38,guidance for addressing suspected ai misconduct you can also refer to established publications’ statements on ai and authorship. some examples are science ’s policy on image and text integrity nature ’s policy on artificial intelligence (ai) the modern language association’s policy on generative ai and apa journals policy on generative ai: additional guidance discuss genai with your students discuss the potential many ucla students will
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,39,"generative ai: additional guidance discuss genai with your students discuss the potential many ucla students will go on to become leaders at organizations that use and/or develop new ai technologies. have conversations with your students about how these tools will support advancements in their field (medicine, science, art, music, humanities, health, and more). prepare students for the future when they will work and interact with"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,40,"humanities, health, and more). prepare students for the future when they will work and interact with genai this technology is likely to develop and become embedded in many parts of daily life. prepare students to thoughtfully engage, co-create, be curious, and know how to interact with other technological developments as they occur. seize the opportunity to center the importance of critical thinking and digital literacy"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,41,"as they occur. seize the opportunity to center the importance of critical thinking and digital literacy when discussing genai, emphasize the importance of digital literacy, research, and writing skills with students. universities can help guide students through many types of literacy, including digital media and ai literacy. connect students to library sources for research and writing. in addition, the library is creating materials for students"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,42,"to library sources for research and writing. in addition, the library is creating materials for students to learn more about and be able to better evaluate ai tools and their output. wi+re has created tutorial to help students understand more about genai tools and how they work: wi+re’s introduction to ai chatbots the research guide artificial intelligence (a.i.) tools and academic use also contains many"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,43,"to ai chatbots the research guide artificial intelligence (a.i.) tools and academic use also contains many helpful resources. talk with your students about ethical issues and limitations facilitate discussions with your students about the impacts of spreading disinformation or biased information, lack of regulation of companies that develop these technologies, and other dangers. while students will likely continue to use genai tools, it is crucial"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,44,"technologies, and other dangers. while students will likely continue to use genai tools, it is crucial that the ucla community has shared understanding of both dangers and opportunities. see the above section on drawbacks of genai for resources that you can share. ensure equity and accessibility concerns are addressed as with any emerging technology, genai tools may not always be accessible to individuals with disabilities."
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,45,"as with any emerging technology, genai tools may not always be accessible to individuals with disabilities. open conversation with the center for accessible education (cae) for ideas about exploring accessible alternatives. faculty are encouraged to use this suggested syllabus statement to direct student toward cae to discuss their options for accommodations and support. requests for support should be directed to or the student’s listed disability"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,46,"for accommodations and support. requests for support should be directed to or the student’s listed disability specialist on their accommodation letter. some genai tools and subscriptions come at cost, so continuing to revisit your learning goals and activities with respect to access is critical equity issue. using ucla’s available genai tools ensures that the technology does not come at cost to students. note that only"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,47,"genai tools ensures that the technology does not come at cost to students. note that only students 18 and older can use these tools with ucla’s licenses. citing this guide ucla teaching and learning center (tlc). (2025). using generative ai reflectively and responsibly in teaching and learning teaching and learning center at the university of california, los angeles. retrieved [today’s date]. additional resources ucla resources"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,48,"learning center at the university of california, los angeles. retrieved [today’s date]. additional resources ucla resources this guide builds on teaching guide created by ceils in collaboration with previous campus teaching and learning organizations. ucla academic senate, teaching guidance for chatgpt and related ai developments ucla humtech, ai toolkit for the humanities classroom ucla its, generative ai other resources uc berkeley, ai in teaching learning"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,49,"for the humanities classroom ucla its, generative ai other resources uc berkeley, ai in teaching learning overview uc davis, gena uc davis, generative ai (genai) student survey references duarte, f. (2025, january 6). number of chatgpt users (jan 2025) exploding topics. gordon, c. (2024, march 7). ai is accelerating the loss of our scarcest natural resource: water forbes. hammond, k. (2024, october 14). embracing ai"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,50,"the loss of our scarcest natural resource: water forbes. hammond, k. (2024, october 14). embracing ai for personalized learning center for advancing safety of machine intelligence. noble, safiya umoja. (2018). algorithms of oppression: how search engines reinforce racism nyu press. reid, l. (2024, may 14). generative ai in search: let google do the searching for you the keyword, google. schroeder, r. (2024, july 31). our"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,51,"let google do the searching for you the keyword, google. schroeder, r. (2024, july 31). our responsibility to teach ai to students stapleton-corcoran, e. and horton, p. (2023, may 22). ai writing tools center for the advancement of teaching excellence at the university of illinois chicago. stokel-walker, c. (2023, february 10). the generative ai race has dirty secret wired. university of iowa education blog. (2024,"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,52,"february 10). the generative ai race has dirty secret wired. university of iowa education blog. (2024, august 27). the role of ai in modern education thorne, e. (2023, november 6). chatgpt hits 100m weekly users linkedin. ucues data tables y- ucues-data-tables-2024 un environment programme. (2024, september 21). ai has an environmental problem. here’s what the world can do about that. university of iowa education blog.(2024,"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,53,"an environmental problem. here’s what the world can do about that. university of iowa education blog.(2024, august 27). the role of ai in modern education zewe, a. (2023, november 9). explained: generative ai mit news. teaching learning center 160 powell library, box 956953 los angeles, ca 90095-6953 linkedin instagram ©2026 regents of the university of california emergency accessibility privacy terms of use emergency accessibility privacy"
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,54,©2026 regents of the university of california emergency accessibility privacy terms of use emergency accessibility privacy terms of use facebook instagram linkedin x-twitter youtube threads bruin learn center of excellence (coe) ceils sscert humtech powell library dialogue across difference ucla teaching learning center search about us meet our team special initiatives committees professors of teaching programs 10+10 pop-up series collegium of university teaching fellows dad
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,55,special initiatives committees professors of teaching programs 10+10 pop-up series collegium of university teaching fellows dad faculty fellows distinguished teaching awards holistic evaluation of teaching instructor wellbeing initiative student experience project (sep) tac program ta training requirements resources teaching resource index ai in teaching and learning educational innovation grants instructional design showcase maintaining instructional continuity making your course accessible teaching guides timely teaching resources preparing
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,56,instructional design showcase maintaining instructional continuity making your course accessible teaching guides timely teaching resources preparing to teach services consultations instructional design media production senior survey student experiences of teaching (set) test scoring service newsroom events scholarly teaching seminars night to honor teaching ta postdoc teaching conference new instructor teaching institute events calendar newsletter signup request information login search search receive the latest news get
teaching.ucla.edu_resources_teaching-guides_using-generative-ai-reflectively-and,57,"teaching institute events calendar newsletter signup request information login search search receive the latest news get tlc updates the tlc offers monthly and quarterly updates highlighting events, resources, and other opportunities to foster teaching excellence on campus. sign up to receive communications. email address first name last name department job title subscribe"
