Type,ID,Text
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,20,"prompts] that may be included in your coursework. optional: select one or more additional guidelines for use from the list below, according to what applies for your course. highlighted text should be edited to fit your course policies. in this course, you will work with [sensitive copyrighted personal] data including examples from your course: e.g., data sets, slide decks, case studies, interview transcripts] when working"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,21,"including examples from your course: e.g., data sets, slide decks, case studies, interview transcripts] when working with this data, you may only use the stanford-approved tools [listed above] you may not input this data into third-party ai tools, according to the guidelines provided in responsible ai at stanford note that high risk data is never appropriate for use with any ai tool. cite all ai-generated"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,22,that high risk data is never appropriate for use with any ai tool. cite all ai-generated material and/or explain how you have drawn on ai-generated material in your work. please cite generative ai use that contributes to your coursework in the following way: describe your preferred format (see examples above) be prepared to fact-check and critically evaluate all ai-generated information. generative ai tools can provide
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,23,"above) be prepared to fact-check and critically evaluate all ai-generated information. generative ai tools can provide false information (called ‘hallucinations’), perpetuate biases and/or stereotypes, or draw on copyrighted information without proper attribution, and such problematic information is often presented very convincingly. the materials these tools generate does not necessarily meet the standards of this course. ai tools permitted for some in-class work in this course,"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,24,"meet the standards of this course. ai tools permitted for some in-class work in this course, you may use generative ai tools for select in-class work and take-home coursework, if you choose, according to the following guidelines. options for explaining for which in-class work ai tools will be allowed: option refer to the course policies and norms form for the assignment types on which ai"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,25,"option refer to the course policies and norms form for the assignment types on which ai tools are allowed. option you may use ai tools during class when electronic devices are allowed. option you may use generative ai tools for specify allowable assignment types, e.g., homework assignments, problem sets, projects/papers, and exam prep] but not on specify not allowable assignment types, e.g., for in-class exercises,"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,26,"projects/papers, and exam prep] but not on specify not allowable assignment types, e.g., for in-class exercises, on exams or quizzes] may parallel the categories given in and/or refer to the course policies and norms form may follow with rationale of why ai use is restricted for certain assignments or exams. guidelines for use: the following stanford-approved generative ai tools should be used whenever possible when"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,27,"exams. guidelines for use: the following stanford-approved generative ai tools should be used whenever possible when using ai tools for your coursework. these secure platforms may be used for most prompts, materials, and data (except high risk data ). stanford ai playground google gemini and notebooklm (only when authenticated using your sunet id) nectir ai (accessed through canvas) include if you have enabled this tool"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,28,"using your sunet id) nectir ai (accessed through canvas) include if you have enabled this tool for your course. optional: share links to additional tools that are recommended for your course. review and follow the guidelines provided in stanford it’s resource on responsible ai at stanford when using third-party, non-stanford-approved ai tool such as personal chatgpt account, make sure to check the fine print terms"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,29,"non-stanford-approved ai tool such as personal chatgpt account, make sure to check the fine print terms before signing up. avoid inputting information that should not be made public this includes personal or confidential information of your own or that others share with you, as well as proprietary or copyrighted materials include relevant material types for your course: e.g., case studies, data sets, assignment prompts] that"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,30,"materials include relevant material types for your course: e.g., case studies, data sets, assignment prompts] that may be included in your coursework. optional: select one or more additional guidelines for use from the list below, according to what applies for your course. highlighted text should be edited to fit your course policies. in this course, you will work with [sensitive copyrighted personal] data including examples"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,31,"your course policies. in this course, you will work with [sensitive copyrighted personal] data including examples from your course: e.g., data sets, slide decks, case studies, interview transcripts] when working with this data, you may only use the stanford-approved tools [listed above] you may not input this data into third-party ai tools, according to the guidelines provided in responsible ai at stanford note that high"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,32,"third-party ai tools, according to the guidelines provided in responsible ai at stanford note that high risk data is never appropriate for use with any ai tool. cite all ai-generated material and/or explain how you have drawn on ai-generated material in your work. please cite generative ai use that contributes to your coursework in the following way: describe your preferred format (see examples above) be"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,33,"contributes to your coursework in the following way: describe your preferred format (see examples above) be prepared to fact-check and critically evaluate all ai-generated information. generative ai tools can provide false information (called ‘hallucinations’), perpetuate biases and/or stereotypes, or draw on copyrighted information without proper attribution, and such problematic information is often presented very convincingly. the materials these tools generate does not necessarily meet the"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,34,"information is often presented very convincingly. the materials these tools generate does not necessarily meet the standards of this course. ai tools permitted for take-home work only in this course, you may not use generative ai tools for in-class work. may include rationale, e.g., so that we can continue to get the most out of our in-person interactions. this course is designed to challenge your"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,35,"to get the most out of our in-person interactions. this course is designed to challenge your creative, analytic, and critical thinking skills, and using generative ai tools may not always support your learning of these skills. this is true even in cases where generative ai tools may be used to replicate portions of work we are asking you to complete.] you may use ai tools"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,36,"to replicate portions of work we are asking you to complete.] you may use ai tools for coursework completed outside of class, if you choose, according to the following guidelines. guidelines for use: the following stanford-approved generative ai tools should be used whenever possible when using ai tools for your coursework. these secure platforms may be used for most prompts, materials, and data (except high"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,37,"your coursework. these secure platforms may be used for most prompts, materials, and data (except high risk data ). stanford ai playground google gemini and notebooklm (only when authenticated using your sunet id) nectir ai (accessed through canvas) include if you have enabled this tool for your course. optional: share links to additional tools that are recommended for your course. review and follow the guidelines"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,38,"share links to additional tools that are recommended for your course. review and follow the guidelines provided in stanford it’s resource on responsible ai at stanford when using third-party, non-stanford-approved ai tool such as personal chatgpt account, make sure to check the fine print terms before signing up. avoid inputting information that should not be made public this includes personal or confidential information of your"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,39,"inputting information that should not be made public this includes personal or confidential information of your own or that others share with you, as well as proprietary or copyrighted materials include relevant material types for your course: e.g., case studies, data sets, assignment prompts] that may be included in your coursework. optional: select one or more additional guidelines for use from the list below, according"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,40,"your coursework. optional: select one or more additional guidelines for use from the list below, according to what applies for your course. highlighted text should be edited to fit your course policies. in this course, you will work with [sensitive copyrighted personal] data including examples from your course: e.g., data sets, slide decks, case studies, interview transcripts] when working with this data, you may only"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,41,"data sets, slide decks, case studies, interview transcripts] when working with this data, you may only use the stanford-approved tools [listed above] you may not input this data into third-party ai tools, according to the guidelines provided in responsible ai at stanford note that high risk data is never appropriate for use with any ai tool. cite all ai-generated material and/or explain how you have"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,42,"appropriate for use with any ai tool. cite all ai-generated material and/or explain how you have drawn on ai-generated material in your work. please cite generative ai use that contributes to your coursework in the following way: describe your preferred format (see examples above) be prepared to fact-check and critically evaluate all ai-generated information. generative ai tools can provide false information (called ‘hallucinations’), perpetuate biases"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,43,"critically evaluate all ai-generated information. generative ai tools can provide false information (called ‘hallucinations’), perpetuate biases and/or stereotypes, or draw on copyrighted information without proper attribution, and such problematic information is often presented very convincingly. the materials these tools generate does not necessarily meet the standards of this course. additional resources quick start guide to ai and teaching gsb teaching and learning hub teaching in"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,44,"additional resources quick start guide to ai and teaching gsb teaching and learning hub teaching in the ai era gsb teaching and learning hub ai playground stanford uit responsible ai at stanford stanford uit important note: technology is changing at rapid pace. while we make every attempt to ensure our content is updated to reflect changes to the interface and functionality, we can only guarantee"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,45,"our content is updated to reflect changes to the interface and functionality, we can only guarantee the accuracy of the content on this resource page when it was written or recorded. please be sure to check the software developers website for the latest updates and release notes for the most up to date information. if you have questions or concerns, or need additional support, please"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,46,"most up to date information. if you have questions or concerns, or need additional support, please contact us. unless otherwise noted, you may copy and redistribute this resource in its unmodified form under the terms of the creative commons by-nc-nd 4.0 international license (attribution, non-commercial, no-derivatives). how can we help? submit your questions or request for assistance by completing the teaching and learning hub’s contact"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,47,"help? submit your questions or request for assistance by completing the teaching and learning hub’s contact us form. get support at gsb gsb classroom support hotline: 1-650-736-3342 teaching support: contact the teaching and learning hub it support: contact digital solutions equipment requests: submit request here classroom requests: contact facilities library resources: available here canvas support: 24/7 help (via phone, and chat) is available using the"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,48,"library resources: available here canvas support: 24/7 help (via phone, and chat) is available using the help button in the left navigation of canvas additional stanford resources stanford teaching commons stanford center for teaching and learning university it helpline: 650.725.4357 twitter facebook instagram youtube linkedin teaching and learning hub department link stanford graduate school of business 655 knight way stanford, ca 94305 companies, organizations recruiters"
tlhub.stanford.edu_docs_course-policies-on-generative-ai-use,49,"department link stanford graduate school of business 655 knight way stanford, ca 94305 companies, organizations recruiters stanford community newsroom jobs library mygsb dashboard contact gsb visit campus stay in touch non-discrimination policy privacy policy accessibility terms of use stanford university stanford graduate school of business"
