Type,ID,Text
teaching.washington.edu_course-design_ai_sample-ai-syllabus-statements,11,"how you may use ai-based tools to complete the assignment. all sources, including ai tools, must be properly cited. use of ai in ways that are inconsistent with the parameters above will be considered academic misconduct and subject to investigation. please note that ai results can be biased and inaccurate. it is your responsibility to ensure that the information you use from ai is accurate."
teaching.washington.edu_course-design_ai_sample-ai-syllabus-statements,12,"inaccurate. it is your responsibility to ensure that the information you use from ai is accurate. additionally, pay attention to the privacy of your data. many ai tools will incorporate and use any content you share, so be careful not to unintentionally share copyrighted materials, original work, or personal information. learning how to thoughtfully and strategically use ai-based tools may help you develop your skills,"
teaching.washington.edu_course-design_ai_sample-ai-syllabus-statements,13,"information. learning how to thoughtfully and strategically use ai-based tools may help you develop your skills, refine your work, and prepare you for your future career. if you have any questions about citation or about what constitutes academic integrity in this course or at the university of washington, please feel free to contact me to discuss your concerns. for instructors who prohibit ai use note:"
teaching.washington.edu_course-design_ai_sample-ai-syllabus-statements,14,"feel free to contact me to discuss your concerns. for instructors who prohibit ai use note: instructors have the right to prohibit any use of ai, but because no technology currently exists that can reliably identify when student uses ai to complete an assignment, policing student use of ai has the potential to be both time-consuming and unsuccessful. all work submitted for this course must"
teaching.washington.edu_course-design_ai_sample-ai-syllabus-statements,15,"has the potential to be both time-consuming and unsuccessful. all work submitted for this course must be your own. any use of generative ai tools when working on assignments is forbidden. use of generative ai will be considered academic misconduct and subject to investigation the assignments in this class have been designed to challenge you to develop creativity, critical-thinking, and problem-solving skills. using ai technology"
teaching.washington.edu_course-design_ai_sample-ai-syllabus-statements,16,"have been designed to challenge you to develop creativity, critical-thinking, and problem-solving skills. using ai technology will limit your capacity to develop these skills and to meet the learning goals of this course. if you have any questions about what constitutes academic integrity in this course or at the university of washington, please feel free to contact me to discuss your concerns. for instructors who"
teaching.washington.edu_course-design_ai_sample-ai-syllabus-statements,17,"university of washington, please feel free to contact me to discuss your concerns. for instructors who allow ai use without restriction students in this course are encouraged to explore the use of ai-based tools (such as uw’s version of copilot when completing assignments. all sources, including ai tools, must be properly cited. use of ai without proper citation will be considered academic misconduct and subject"
teaching.washington.edu_course-design_ai_sample-ai-syllabus-statements,18,"be properly cited. use of ai without proper citation will be considered academic misconduct and subject to investigation. please note that ai results can be biased and inaccurate. it is your responsibility to ensure that the information you use from ai is accurate. additionally, pay attention to the privacy of your data. many ai tools will incorporate and use any content you share, so be"
teaching.washington.edu_course-design_ai_sample-ai-syllabus-statements,19,"of your data. many ai tools will incorporate and use any content you share, so be careful not to unintentionally share copyrighted materials, original work, or personal information. learning how to thoughtfully and strategically use ai-based tools may help you develop your skills, refine your work, and prepare you for your future career. if you have any questions about citation or about what constitutes academic"
teaching.washington.edu_course-design_ai_sample-ai-syllabus-statements,20,"for your future career. if you have any questions about citation or about what constitutes academic integrity in this course or at the university of washington, please feel free to contact me to discuss your concerns. home ai+teaching ethical and social issues related to ai sample syllabus statements regarding student use of artificial intelligence university of washington be boundless connect with us: facebook twitter instagram"
teaching.washington.edu_course-design_ai_sample-ai-syllabus-statements,21,"student use of artificial intelligence university of washington be boundless connect with us: facebook twitter instagram youtube linkedin pinterest accessibility contact us jobs campus safety my uw rules docket privacy terms newsletter 2026 university of washington seattle, wa"
